Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	skylar	Eurasian Skylark	0.1852
2	Spectrogram 1	1	0	3.0	150	15000	comqua1	Common Quail	0.1407
3	Spectrogram 1	1	0	3.0	150	15000	whinch1	Whinchat	0.1242
4	Spectrogram 1	1	1.0	4.0	150	15000	blackc1	Eurasian Blackcap	0.1748
5	Spectrogram 1	1	1.0	4.0	150	15000	eugori2	Eurasian Golden Oriole	0.1332
6	Spectrogram 1	1	1.0	4.0	150	15000	cirbun1	Cirl Bunting	0.1281
7	Spectrogram 1	1	1.0	4.0	150	15000	trepip	Tree Pipit	0.1209
8	Spectrogram 1	1	1.0	4.0	150	15000	yellow2	Yellowhammer	0.1175
9	Spectrogram 1	1	1.0	4.0	150	15000	skylar	Eurasian Skylark	0.1154
10	Spectrogram 1	1	1.0	4.0	150	15000	whinch1	Whinchat	0.1141
11	Spectrogram 1	1	1.0	4.0	150	15000	grewhi1	Greater Whitethroat	0.1126
12	Spectrogram 1	1	1.0	4.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.1050
13	Spectrogram 1	1	1.0	4.0	150	15000	comqua1	Common Quail	0.1041
14	Spectrogram 1	1	1.0	4.0	150	15000	relpar1	Red-legged Partridge	0.1038
15	Spectrogram 1	1	1.0	4.0	150	15000	rocbun1	Rock Bunting	0.1027
16	Spectrogram 1	1	2.0	5.0	150	15000	blackc1	Eurasian Blackcap	0.2373
17	Spectrogram 1	1	2.0	5.0	150	15000	trepip	Tree Pipit	0.1538
18	Spectrogram 1	1	2.0	5.0	150	15000	comchi1	Common Chiffchaff	0.1498
19	Spectrogram 1	1	2.0	5.0	150	15000	yellow2	Yellowhammer	0.1498
20	Spectrogram 1	1	2.0	5.0	150	15000	eugori2	Eurasian Golden Oriole	0.1487
21	Spectrogram 1	1	2.0	5.0	150	15000	webwar1	Western Bonelli's Warbler	0.1443
22	Spectrogram 1	1	2.0	5.0	150	15000	grewhi1	Greater Whitethroat	0.1367
23	Spectrogram 1	1	2.0	5.0	150	15000	cirbun1	Cirl Bunting	0.1327
24	Spectrogram 1	1	2.0	5.0	150	15000	ibechi2	Iberian Chiffchaff	0.1282
25	Spectrogram 1	1	2.0	5.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.1197
26	Spectrogram 1	1	2.0	5.0	150	15000	rocbun1	Rock Bunting	0.1122
27	Spectrogram 1	1	2.0	5.0	150	15000	garwar1	Garden Warbler	0.1083
28	Spectrogram 1	1	3.0	6.0	150	15000	blackc1	Eurasian Blackcap	0.2273
29	Spectrogram 1	1	3.0	6.0	150	15000	cirbun1	Cirl Bunting	0.1896
30	Spectrogram 1	1	3.0	6.0	150	15000	trepip	Tree Pipit	0.1874
31	Spectrogram 1	1	3.0	6.0	150	15000	yellow2	Yellowhammer	0.1557
32	Spectrogram 1	1	3.0	6.0	150	15000	carcro1	Carrion Crow	0.1542
33	Spectrogram 1	1	3.0	6.0	150	15000	grewhi1	Greater Whitethroat	0.1499
34	Spectrogram 1	1	3.0	6.0	150	15000	webwar1	Western Bonelli's Warbler	0.1483
35	Spectrogram 1	1	3.0	6.0	150	15000	eugori2	Eurasian Golden Oriole	0.1396
36	Spectrogram 1	1	3.0	6.0	150	15000	redkit1	Red Kite	0.1394
37	Spectrogram 1	1	3.0	6.0	150	15000	garwar1	Garden Warbler	0.1362
38	Spectrogram 1	1	3.0	6.0	150	15000	whinch1	Whinchat	0.1273
39	Spectrogram 1	1	3.0	6.0	150	15000	comred2	Common Redstart	0.1272
40	Spectrogram 1	1	3.0	6.0	150	15000	rocbun1	Rock Bunting	0.1270
41	Spectrogram 1	1	3.0	6.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.1211
42	Spectrogram 1	1	3.0	6.0	150	15000	grswoo	Great Spotted Woodpecker	0.1145
43	Spectrogram 1	1	3.0	6.0	150	15000	comqua1	Common Quail	0.1124
44	Spectrogram 1	1	3.0	6.0	150	15000	comrav	Common Raven	0.1075
45	Spectrogram 1	1	3.0	6.0	150	15000	thelar1	Thekla's Lark	0.1063
46	Spectrogram 1	1	3.0	6.0	150	15000	comchi1	Common Chiffchaff	0.1052
47	Spectrogram 1	1	4.0	7.0	150	15000	comred2	Common Redstart	0.1816
48	Spectrogram 1	1	4.0	7.0	150	15000	trepip	Tree Pipit	0.1749
49	Spectrogram 1	1	4.0	7.0	150	15000	grewhi1	Greater Whitethroat	0.1678
50	Spectrogram 1	1	4.0	7.0	150	15000	woolar1	Wood Lark	0.1624
51	Spectrogram 1	1	4.0	7.0	150	15000	whinch1	Whinchat	0.1476
52	Spectrogram 1	1	4.0	7.0	150	15000	comqua1	Common Quail	0.1389
53	Spectrogram 1	1	4.0	7.0	150	15000	rebshr1	Red-backed Shrike	0.1387
54	Spectrogram 1	1	4.0	7.0	150	15000	eaywag1	Western Yellow Wagtail	0.1383
55	Spectrogram 1	1	4.0	7.0	150	15000	webwar1	Western Bonelli's Warbler	0.1312
56	Spectrogram 1	1	4.0	7.0	150	15000	norwhe	Northern Wheatear	0.1306
57	Spectrogram 1	1	4.0	7.0	150	15000	yellow2	Yellowhammer	0.1272
58	Spectrogram 1	1	4.0	7.0	150	15000	thelar1	Thekla's Lark	0.1222
59	Spectrogram 1	1	4.0	7.0	150	15000	reebun	Reed Bunting	0.1215
60	Spectrogram 1	1	4.0	7.0	150	15000	comchi1	Common Chiffchaff	0.1197
61	Spectrogram 1	1	4.0	7.0	150	15000	blackc1	Eurasian Blackcap	0.1197
62	Spectrogram 1	1	4.0	7.0	150	15000	eugori2	Eurasian Golden Oriole	0.1121
63	Spectrogram 1	1	4.0	7.0	150	15000	rocbun1	Rock Bunting	0.1070
64	Spectrogram 1	1	5.0	8.0	150	15000	blackc1	Eurasian Blackcap	0.1315
65	Spectrogram 1	1	5.0	8.0	150	15000	eugori2	Eurasian Golden Oriole	0.1251
66	Spectrogram 1	1	5.0	8.0	150	15000	webwar1	Western Bonelli's Warbler	0.1194
67	Spectrogram 1	1	5.0	8.0	150	15000	carcro1	Carrion Crow	0.1127
68	Spectrogram 1	1	5.0	8.0	150	15000	garwar1	Garden Warbler	0.1092
69	Spectrogram 1	1	5.0	8.0	150	15000	redkit1	Red Kite	0.1036
70	Spectrogram 1	1	6.0	9.0	150	15000	woolar1	Wood Lark	0.1457
71	Spectrogram 1	1	6.0	9.0	150	15000	carcro1	Carrion Crow	0.1343
72	Spectrogram 1	1	6.0	9.0	150	15000	comqua1	Common Quail	0.1342
