"confidence_threshold","TP","FP","TN","FN","TPR","FPR","rec_recall","rec_precision","F_score1","F_score2","F_score3","id_precision","id_recall","id_FPR"
0.1,275,117,38590,792,0.257731958762887,0.00302270907071072,0.257731958762887,0.701530612244898,0.376970527758739,0.637007766725712,0.689770780043212,0.472064775817581,0.0576113024866327,0.00112212216060301
0.11,267,106,38598,803,0.249532710280374,0.00273873501446879,0.249532710280374,0.715817694369973,0.37006237006237,0.644927536231884,0.702814698983581,0.483455064346466,0.0565725636437522,0.0010625787322646
0.12,264,97,38606,807,0.246498599439776,0.0025062656641604,0.246498599439776,0.731301939058172,0.368715083798883,0.655469548707463,0.717333405073848,0.498363239254108,0.0553511730657228,0.000987359648116349
0.13,256,91,38612,815,0.239028944911298,0.00235123892204739,0.239028944911298,0.737752161383285,0.361071932299013,0.657104031405707,0.722820161583406,0.511444548539921,0.0541212446533551,0.000939794258643821
0.14,251,82,38621,820,0.234360410830999,0.00211869880887786,0.234360410830999,0.753753753753754,0.357549857549858,0.666822941084545,0.737569462628379,0.533341440402052,0.0535772491336231,0.000920920120452861
0.15,248,77,38626,823,0.23155929038282,0.00198950985711702,0.23155929038282,0.763076923076923,0.355300859598854,0.672301068410142,0.746120163236126,0.550695294808016,0.053020967220784,0.000894636936137945
0.16,244,70,38633,827,0.227824463118581,0.00180864532465184,0.227824463118581,0.777070063694268,0.352346570397112,0.680557834290402,0.758954143697453,0.56909271746145,0.0523785606497677,0.000864040995622968
0.17,242,67,38636,829,0.225957049486461,0.00173113195359533,0.225957049486461,0.783171521035599,0.350724637681159,0.683956774729842,0.764505332957993,0.577645527964244,0.0518644405139909,0.000842324038727191
0.18,240,63,38640,831,0.224089635854342,0.00162778079218665,0.224089635854342,0.792079207920792,0.349344978165939,0.68930562595033,0.772688151477479,0.58589581145692,0.0514057002643401,0.000777645443805052
0.19,239,63,38640,832,0.223155929038282,0.00162778079218665,0.223155929038282,0.791390728476821,0.348142753095412,0.688294087751991,0.771929263534905,0.586087689868771,0.051181437376763,0.000783704809893302
0.2,236,60,38643,835,0.220354808590103,0.00155026742113015,0.220354808590103,0.797297297297297,0.345281638624726,0.690890304804546,0.777151054742265,0.595318731374787,0.0505162403380026,0.000778695350533954
0.21,233,58,38645,838,0.217553688141923,0.00149859184042581,0.217553688141923,0.800687285223368,0.342143906020558,0.691636109656016,0.779987405124126,0.604628839930428,0.0501985653435285,0.000780202628835038
0.22,231,54,38649,840,0.215686274509804,0.00139524067901713,0.215686274509804,0.810526315789474,0.34070796460177,0.697389451251998,0.788982449021,0.623255266230564,0.0499336726030655,0.000733568918341726
0.23,227,51,38652,844,0.211951447245565,0.00131772730796062,0.211951447245565,0.816546762589928,0.336545589325426,0.699220873346621,0.7941186657892,0.632058046308928,0.0488897747671262,0.00073480554665577
0.24,222,50,38653,849,0.207282913165266,0.00129188951760845,0.207282913165266,0.816176470588235,0.33060312732688,0.695924764890282,0.793109546885501,0.626601981061924,0.0484363955459331,0.000700540633336521
0.25,221,46,38657,850,0.206349206349206,0.00118853835619978,0.206349206349206,0.827715355805243,0.33034379671151,0.70316301703163,0.803752115516186,0.638169604758632,0.0482463132831303,0.000681401538258569
0.26,220,41,38662,851,0.205415499533147,0.00105934940443893,0.205415499533147,0.842911877394636,0.33033033033033,0.712788259958071,0.817783666409039,0.653297534793143,0.047918999654208,0.000565777116085615
0.27,219,38,38665,852,0.204481792717087,0.000981836033382425,0.204481792717087,0.852140077821012,0.329819277108434,0.71830985915493,0.826229875611669,0.66561989991231,0.0477117722781749,0.000558081394113997
0.28,218,38,38665,853,0.203548085901027,0.000981836033382425,0.203548085901027,0.8515625,0.328560663149962,0.717244048771047,0.825540849611938,0.665537997118686,0.046934977220525,0.000574816832637167
0.29,215,37,38666,856,0.200746965452848,0.000955998243030256,0.200746965452848,0.853174603174603,0.325018896447468,0.716245345874976,0.826576833771078,0.676168233529052,0.0466474844282357,0.000570085928531098
0.3,213,37,38666,858,0.198879551820728,0.000955998243030256,0.198879551820728,0.852,0.322482967448902,0.714060343127588,0.82516972881746,0.679793936384642,0.0464071882749811,0.000552463774600147
0.31,211,37,38666,860,0.197012138188609,0.000955998243030256,0.197012138188609,0.850806451612903,0.319939347990902,0.711847588807303,0.823740868153531,0.679292015203529,0.0462212944315402,0.000552682591444728
0.32,208,38,38666,862,0.194392523364486,0.000981810665564283,0.194392523364486,0.845528455284553,0.316109422492401,0.706352377147423,0.818387222438644,0.67943684064499,0.0454993918243828,0.000561998788311288
0.33,206,38,38666,864,0.192523364485981,0.000981810665564283,0.192523364485981,0.844262295081967,0.313546423135464,0.704061117812626,0.816882606988614,0.679392651770331,0.0453073208626974,0.000562910911387204
0.34,203,36,38668,867,0.189719626168224,0.000930136420008268,0.189719626168224,0.849372384937239,0.310160427807487,0.705149162239477,0.82110532639167,0.693625252900615,0.0451525099840138,0.000560253157042066
