Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	2.0	5.0	150	15000	blackc1	Eurasian Blackcap	0.1818
2	Spectrogram 1	1	14.0	17.0	150	15000	blackc1	Eurasian Blackcap	0.3443
3	Spectrogram 1	1	15.0	18.0	150	15000	blackc1	Eurasian Blackcap	0.8916
4	Spectrogram 1	1	16.0	19.0	150	15000	blackc1	Eurasian Blackcap	0.6970
5	Spectrogram 1	1	20.0	23.0	150	15000	garwar1	Garden Warbler	0.1153
6	Spectrogram 1	1	21.0	24.0	150	15000	blackc1	Eurasian Blackcap	0.6329
7	Spectrogram 1	1	22.0	25.0	150	15000	blackc1	Eurasian Blackcap	0.1311
8	Spectrogram 1	1	25.0	28.0	150	15000	blackc1	Eurasian Blackcap	0.3571
9	Spectrogram 1	1	26.0	29.0	150	15000	blackc1	Eurasian Blackcap	0.3316
10	Spectrogram 1	1	35.0	38.0	150	15000	grewhi1	Greater Whitethroat	0.1102
11	Spectrogram 1	1	41.0	44.0	150	15000	grewhi1	Greater Whitethroat	0.1151
12	Spectrogram 1	1	43.0	46.0	150	15000	grewhi1	Greater Whitethroat	0.1625
13	Spectrogram 1	1	52.0	55.0	150	15000	grewhi1	Greater Whitethroat	0.2155
14	Spectrogram 1	1	53.0	56.0	150	15000	grewhi1	Greater Whitethroat	0.3154
15	Spectrogram 1	1	54.0	57.0	150	15000	grewhi1	Greater Whitethroat	0.6472
16	Spectrogram 1	1	56.0	59.0	150	15000	grewhi1	Greater Whitethroat	0.3613
17	Spectrogram 1	1	57.0	60.0	150	15000	grewhi1	Greater Whitethroat	0.4593
