Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	comcha	Common Chaffinch	0.1771
2	Spectrogram 1	1	0	3.0	150	15000	trepip	Tree Pipit	0.1709
3	Spectrogram 1	1	0	3.0	150	15000	martit2	Marsh Tit	0.1684
4	Spectrogram 1	1	6.0	9.0	150	15000	comcha	Common Chaffinch	0.3591
5	Spectrogram 1	1	12.0	15.0	150	15000	trepip	Tree Pipit	0.5127
6	Spectrogram 1	1	18.0	21.0	150	15000	comcha	Common Chaffinch	0.9107
7	Spectrogram 1	1	21.0	24.0	150	15000	trepip	Tree Pipit	0.8339
8	Spectrogram 1	1	24.0	27.0	150	15000	trepip	Tree Pipit	0.9773
9	Spectrogram 1	1	27.0	30.0	150	15000	trepip	Tree Pipit	0.5908
10	Spectrogram 1	1	30.0	33.0	150	15000	eurgre1	European Greenfinch	0.1217
11	Spectrogram 1	1	33.0	36.0	150	15000	comcha	Common Chaffinch	0.1774
12	Spectrogram 1	1	36.0	39.0	150	15000	trepip	Tree Pipit	0.9974
13	Spectrogram 1	1	39.0	42.0	150	15000	comcha	Common Chaffinch	0.6138
14	Spectrogram 1	1	39.0	42.0	150	15000	trepip	Tree Pipit	0.2457
15	Spectrogram 1	1	42.0	45.0	150	15000	eurgre1	European Greenfinch	0.2179
16	Spectrogram 1	1	45.0	48.0	150	15000	trepip	Tree Pipit	0.9973
17	Spectrogram 1	1	48.0	51.0	150	15000	comcha	Common Chaffinch	0.2212
18	Spectrogram 1	1	48.0	51.0	150	15000	comred2	Common Redstart	0.1559
19	Spectrogram 1	1	51.0	54.0	150	15000	comcha	Common Chaffinch	0.1447
20	Spectrogram 1	1	51.0	54.0	150	15000	trepip	Tree Pipit	0.1415
21	Spectrogram 1	1	54.0	57.0	150	15000	trepip	Tree Pipit	0.9968
