Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	grnsan	Green Sandpiper	0.2383
2	Spectrogram 1	1	0	3.0	150	15000	woolar1	Wood Lark	0.1149
3	Spectrogram 1	1	0	3.0	150	15000	zitcis1	Zitting Cisticola	0.1140
4	Spectrogram 1	1	3.0	6.0	150	15000	woolar1	Wood Lark	0.2163
5	Spectrogram 1	1	3.0	6.0	150	15000	grnsan	Green Sandpiper	0.1007
6	Spectrogram 1	1	6.0	9.0	150	15000	winwre4	Eurasian Wren	0.6290
7	Spectrogram 1	1	6.0	9.0	150	15000	yellow2	Yellowhammer	0.1389
8	Spectrogram 1	1	9.0	12.0	150	15000	winwre4	Eurasian Wren	0.2994
9	Spectrogram 1	1	18.0	21.0	150	15000	winwre4	Eurasian Wren	0.5698
10	Spectrogram 1	1	21.0	24.0	150	15000	trepip	Tree Pipit	0.1452
11	Spectrogram 1	1	21.0	24.0	150	15000	woolar1	Wood Lark	0.1119
12	Spectrogram 1	1	27.0	30.0	150	15000	cirbun1	Cirl Bunting	0.1123
13	Spectrogram 1	1	27.0	30.0	150	15000	winwre4	Eurasian Wren	0.1096
14	Spectrogram 1	1	30.0	33.0	150	15000	winwre4	Eurasian Wren	0.1499
15	Spectrogram 1	1	30.0	33.0	150	15000	blared1	Black Redstart	0.1231
16	Spectrogram 1	1	30.0	33.0	150	15000	yellow2	Yellowhammer	0.1183
17	Spectrogram 1	1	30.0	33.0	150	15000	reebun	Reed Bunting	0.1030
18	Spectrogram 1	1	33.0	36.0	150	15000	barswa	Barn Swallow	0.1371
19	Spectrogram 1	1	33.0	36.0	150	15000	eurgol	European Goldfinch	0.1103
20	Spectrogram 1	1	33.0	36.0	150	15000	redcro	Red Crossbill	0.1049
21	Spectrogram 1	1	51.0	54.0	150	15000	stonec4	European Stonechat	0.3408
22	Spectrogram 1	1	51.0	54.0	150	15000	dunnoc1	Dunnock	0.2504
23	Spectrogram 1	1	51.0	54.0	150	15000	skylar	Eurasian Skylark	0.1333
