Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	trepip	Tree Pipit	0.1287
2	Spectrogram 1	1	0	3.0	150	15000	watrai1	Water Rail	0.1108
3	Spectrogram 1	1	0	3.0	150	15000	dunnoc1	Dunnock	0.1046
4	Spectrogram 1	1	3.0	6.0	150	15000	trepip	Tree Pipit	0.1705
5	Spectrogram 1	1	6.0	9.0	150	15000	blackc1	Eurasian Blackcap	0.2303
6	Spectrogram 1	1	6.0	9.0	150	15000	webwar1	Western Bonelli's Warbler	0.1792
7	Spectrogram 1	1	6.0	9.0	150	15000	eugori2	Eurasian Golden Oriole	0.1606
8	Spectrogram 1	1	6.0	9.0	150	15000	trepip	Tree Pipit	0.1381
9	Spectrogram 1	1	6.0	9.0	150	15000	cirbun1	Cirl Bunting	0.1275
10	Spectrogram 1	1	6.0	9.0	150	15000	firecr1	Common Firecrest	0.1221
11	Spectrogram 1	1	6.0	9.0	150	15000	yellow2	Yellowhammer	0.1162
12	Spectrogram 1	1	6.0	9.0	150	15000	stodov1	Stock Dove	0.1043
13	Spectrogram 1	1	6.0	9.0	150	15000	shttre1	Short-toed Treecreeper	0.1030
14	Spectrogram 1	1	9.0	12.0	150	15000	trepip	Tree Pipit	0.1408
15	Spectrogram 1	1	9.0	12.0	150	15000	sonthr1	Song Thrush	0.1393
16	Spectrogram 1	1	9.0	12.0	150	15000	stodov1	Stock Dove	0.1136
17	Spectrogram 1	1	21.0	24.0	150	15000	grewhi1	Greater Whitethroat	0.1163
18	Spectrogram 1	1	21.0	24.0	150	15000	blackc1	Eurasian Blackcap	0.1093
19	Spectrogram 1	1	30.0	33.0	150	15000	melwar1	Melodious Warbler	0.1375
20	Spectrogram 1	1	30.0	33.0	150	15000	grewhi1	Greater Whitethroat	0.1254
21	Spectrogram 1	1	30.0	33.0	150	15000	sarwar1	Sardinian Warbler	0.1015
22	Spectrogram 1	1	36.0	39.0	150	15000	grewhi1	Greater Whitethroat	0.6132
23	Spectrogram 1	1	36.0	39.0	150	15000	yellow2	Yellowhammer	0.1800
24	Spectrogram 1	1	36.0	39.0	150	15000	blackc1	Eurasian Blackcap	0.1377
25	Spectrogram 1	1	36.0	39.0	150	15000	goldcr1	Goldcrest	0.1082
26	Spectrogram 1	1	36.0	39.0	150	15000	garwar1	Garden Warbler	0.1044
27	Spectrogram 1	1	36.0	39.0	150	15000	firecr1	Common Firecrest	0.1008
28	Spectrogram 1	1	39.0	42.0	150	15000	grewhi1	Greater Whitethroat	0.1813
29	Spectrogram 1	1	39.0	42.0	150	15000	norwhe	Northern Wheatear	0.1642
30	Spectrogram 1	1	39.0	42.0	150	15000	garwar1	Garden Warbler	0.1335
31	Spectrogram 1	1	39.0	42.0	150	15000	sarwar1	Sardinian Warbler	0.1020
32	Spectrogram 1	1	48.0	51.0	150	15000	blackc1	Eurasian Blackcap	0.2371
33	Spectrogram 1	1	48.0	51.0	150	15000	cirbun1	Cirl Bunting	0.1007
34	Spectrogram 1	1	51.0	54.0	150	15000	blackc1	Eurasian Blackcap	0.3473
35	Spectrogram 1	1	57.0	60.0	150	15000	blackc1	Eurasian Blackcap	0.1684
