Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	eugori2	Eurasian Golden Oriole	0.1071
2	Spectrogram 1	1	6.0	9.0	150	15000	blackc1	Eurasian Blackcap	0.1379
3	Spectrogram 1	1	15.0	18.0	150	15000	blackc1	Eurasian Blackcap	0.4400
4	Spectrogram 1	1	27.0	30.0	150	15000	garwar1	Garden Warbler	0.1427
5	Spectrogram 1	1	33.0	36.0	150	15000	eutdov	European Turtle-Dove	0.9321
6	Spectrogram 1	1	36.0	39.0	150	15000	eutdov	European Turtle-Dove	0.9840
7	Spectrogram 1	1	36.0	39.0	150	15000	blackc1	Eurasian Blackcap	0.2289
8	Spectrogram 1	1	39.0	42.0	150	15000	eutdov	European Turtle-Dove	0.9640
9	Spectrogram 1	1	42.0	45.0	150	15000	eutdov	European Turtle-Dove	0.9720
10	Spectrogram 1	1	45.0	48.0	150	15000	eutdov	European Turtle-Dove	0.9310
11	Spectrogram 1	1	54.0	57.0	150	15000	blackc1	Eurasian Blackcap	0.6923
