Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	corbun1	Corn Bunting	0.1489
2	Spectrogram 1	1	1.0	4.0	150	15000	corbun1	Corn Bunting	0.1079
3	Spectrogram 1	1	4.0	7.0	150	15000	webwar1	Western Bonelli's Warbler	0.1192
4	Spectrogram 1	1	4.0	7.0	150	15000	eugori2	Eurasian Golden Oriole	0.1121
5	Spectrogram 1	1	4.0	7.0	150	15000	melwar1	Melodious Warbler	0.1073
6	Spectrogram 1	1	4.0	7.0	150	15000	cirbun1	Cirl Bunting	0.1030
7	Spectrogram 1	1	4.0	7.0	150	15000	blackc1	Eurasian Blackcap	0.1004
8	Spectrogram 1	1	5.0	8.0	150	15000	webwar1	Western Bonelli's Warbler	0.1907
9	Spectrogram 1	1	5.0	8.0	150	15000	cirbun1	Cirl Bunting	0.1586
10	Spectrogram 1	1	5.0	8.0	150	15000	melwar1	Melodious Warbler	0.1173
11	Spectrogram 1	1	5.0	8.0	150	15000	blackc1	Eurasian Blackcap	0.1053
12	Spectrogram 1	1	5.0	8.0	150	15000	shttre1	Short-toed Treecreeper	0.1037
13	Spectrogram 1	1	6.0	9.0	150	15000	webwar1	Western Bonelli's Warbler	0.1715
14	Spectrogram 1	1	6.0	9.0	150	15000	woolar1	Wood Lark	0.1219
15	Spectrogram 1	1	6.0	9.0	150	15000	cirbun1	Cirl Bunting	0.1207
16	Spectrogram 1	1	6.0	9.0	150	15000	blackc1	Eurasian Blackcap	0.1087
17	Spectrogram 1	1	6.0	9.0	150	15000	melwar1	Melodious Warbler	0.1023
18	Spectrogram 1	1	7.0	10.0	150	15000	woolar1	Wood Lark	0.1228
19	Spectrogram 1	1	7.0	10.0	150	15000	stonec4	European Stonechat	0.1194
20	Spectrogram 1	1	8.0	11.0	150	15000	stonec4	European Stonechat	0.1177
21	Spectrogram 1	1	11.0	14.0	150	15000	reebun	Reed Bunting	0.1166
22	Spectrogram 1	1	12.0	15.0	150	15000	tawpip1	Tawny Pipit	0.1168
23	Spectrogram 1	1	26.0	29.0	150	15000	houspa	House Sparrow	0.1000
24	Spectrogram 1	1	27.0	30.0	150	15000	houspa	House Sparrow	0.1300
25	Spectrogram 1	1	28.0	31.0	150	15000	whiwag	White Wagtail	0.1289
26	Spectrogram 1	1	28.0	31.0	150	15000	houspa	House Sparrow	0.1215
27	Spectrogram 1	1	29.0	32.0	150	15000	barswa	Barn Swallow	0.1079
28	Spectrogram 1	1	30.0	33.0	150	15000	webwar1	Western Bonelli's Warbler	0.1279
29	Spectrogram 1	1	30.0	33.0	150	15000	cirbun1	Cirl Bunting	0.1192
30	Spectrogram 1	1	31.0	34.0	150	15000	cirbun1	Cirl Bunting	0.1045
31	Spectrogram 1	1	34.0	37.0	150	15000	stonec4	European Stonechat	0.1117
32	Spectrogram 1	1	35.0	38.0	150	15000	corbun1	Corn Bunting	0.1037
33	Spectrogram 1	1	35.0	38.0	150	15000	whiwag	White Wagtail	0.1033
34	Spectrogram 1	1	36.0	39.0	150	15000	corbun1	Corn Bunting	0.1156
35	Spectrogram 1	1	36.0	39.0	150	15000	whtdip1	White-throated Dipper	0.1041
36	Spectrogram 1	1	37.0	40.0	150	15000	whtdip1	White-throated Dipper	0.1364
37	Spectrogram 1	1	37.0	40.0	150	15000	corbun1	Corn Bunting	0.1340
38	Spectrogram 1	1	38.0	41.0	150	15000	corbun1	Corn Bunting	0.1868
39	Spectrogram 1	1	38.0	41.0	150	15000	crelar2	Crested Lark	0.1191
40	Spectrogram 1	1	38.0	41.0	150	15000	stonec4	European Stonechat	0.1130
41	Spectrogram 1	1	40.0	43.0	150	15000	tawowl1	Tawny Owl	0.1084
42	Spectrogram 1	1	41.0	44.0	150	15000	cohmar1	Common House-Martin	0.1093
43	Spectrogram 1	1	41.0	44.0	150	15000	stonec4	European Stonechat	0.1033
44	Spectrogram 1	1	42.0	45.0	150	15000	cohmar1	Common House-Martin	0.1009
45	Spectrogram 1	1	43.0	46.0	150	15000	houspa	House Sparrow	0.1105
46	Spectrogram 1	1	43.0	46.0	150	15000	cohmar1	Common House-Martin	0.1043
47	Spectrogram 1	1	44.0	47.0	150	15000	eurbla	Eurasian Blackbird	0.1091
48	Spectrogram 1	1	44.0	47.0	150	15000	houspa	House Sparrow	0.1057
49	Spectrogram 1	1	44.0	47.0	150	15000	spofly1	Spotted Flycatcher	0.1037
50	Spectrogram 1	1	45.0	48.0	150	15000	blared1	Black Redstart	0.1115
51	Spectrogram 1	1	45.0	48.0	150	15000	eurbla	Eurasian Blackbird	0.1100
52	Spectrogram 1	1	45.0	48.0	150	15000	webwar1	Western Bonelli's Warbler	0.1042
53	Spectrogram 1	1	46.0	49.0	150	15000	blared1	Black Redstart	0.1163
54	Spectrogram 1	1	46.0	49.0	150	15000	spofly1	Spotted Flycatcher	0.1059
55	Spectrogram 1	1	47.0	50.0	150	15000	whiwag	White Wagtail	0.1348
56	Spectrogram 1	1	47.0	50.0	150	15000	rocpet1	Rock Sparrow	0.1311
57	Spectrogram 1	1	47.0	50.0	150	15000	barswa	Barn Swallow	0.1082
58	Spectrogram 1	1	47.0	50.0	150	15000	corbun1	Corn Bunting	0.1009
59	Spectrogram 1	1	48.0	51.0	150	15000	whiwag	White Wagtail	0.5418
60	Spectrogram 1	1	48.0	51.0	150	15000	corbun1	Corn Bunting	0.1219
61	Spectrogram 1	1	48.0	51.0	150	15000	eaywag1	Western Yellow Wagtail	0.1098
62	Spectrogram 1	1	49.0	52.0	150	15000	whiwag	White Wagtail	0.1811
63	Spectrogram 1	1	49.0	52.0	150	15000	corbun1	Corn Bunting	0.1151
64	Spectrogram 1	1	54.0	57.0	150	15000	whiwag	White Wagtail	0.1528
65	Spectrogram 1	1	55.0	58.0	150	15000	eutspa	Eurasian Tree Sparrow	0.1188
66	Spectrogram 1	1	55.0	58.0	150	15000	houspa	House Sparrow	0.1016
67	Spectrogram 1	1	55.0	58.0	150	15000	whiwag	White Wagtail	0.1001
