Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	eugori2	Eurasian Golden Oriole	0.2573
2	Spectrogram 1	1	0	3.0	150	15000	cetwar1	Cetti's Warbler	0.1597
3	Spectrogram 1	1	0	3.0	150	15000	garwar1	Garden Warbler	0.1522
4	Spectrogram 1	1	0	3.0	150	15000	melwar1	Melodious Warbler	0.1304
5	Spectrogram 1	1	0	3.0	150	15000	eutdov	European Turtle-Dove	0.1096
6	Spectrogram 1	1	3.0	6.0	150	15000	eugori2	Eurasian Golden Oriole	0.1834
7	Spectrogram 1	1	3.0	6.0	150	15000	comred2	Common Redstart	0.1685
8	Spectrogram 1	1	3.0	6.0	150	15000	blackc1	Eurasian Blackcap	0.1548
9	Spectrogram 1	1	3.0	6.0	150	15000	sposta1	Spotless Starling	0.1348
10	Spectrogram 1	1	3.0	6.0	150	15000	eutdov	European Turtle-Dove	0.1220
11	Spectrogram 1	1	6.0	9.0	150	15000	blackc1	Eurasian Blackcap	0.2857
12	Spectrogram 1	1	9.0	12.0	150	15000	shttre1	Short-toed Treecreeper	0.2394
13	Spectrogram 1	1	9.0	12.0	150	15000	eugori2	Eurasian Golden Oriole	0.1527
14	Spectrogram 1	1	9.0	12.0	150	15000	comcuc	Common Cuckoo	0.1373
15	Spectrogram 1	1	9.0	12.0	150	15000	webwar1	Western Bonelli's Warbler	0.1262
16	Spectrogram 1	1	9.0	12.0	150	15000	comkin1	Common Kingfisher	0.1236
17	Spectrogram 1	1	9.0	12.0	150	15000	comswi	Common Swift	0.1004
18	Spectrogram 1	1	12.0	15.0	150	15000	webwar1	Western Bonelli's Warbler	0.1494
19	Spectrogram 1	1	12.0	15.0	150	15000	eugori2	Eurasian Golden Oriole	0.1387
20	Spectrogram 1	1	12.0	15.0	150	15000	sposta1	Spotless Starling	0.1370
21	Spectrogram 1	1	12.0	15.0	150	15000	blared1	Black Redstart	0.1294
22	Spectrogram 1	1	15.0	18.0	150	15000	blackc1	Eurasian Blackcap	0.4699
23	Spectrogram 1	1	15.0	18.0	150	15000	garwar1	Garden Warbler	0.1854
24	Spectrogram 1	1	15.0	18.0	150	15000	melwar1	Melodious Warbler	0.1150
25	Spectrogram 1	1	24.0	27.0	150	15000	shttre1	Short-toed Treecreeper	0.2315
26	Spectrogram 1	1	24.0	27.0	150	15000	eugori2	Eurasian Golden Oriole	0.1925
27	Spectrogram 1	1	24.0	27.0	150	15000	comkin1	Common Kingfisher	0.1505
28	Spectrogram 1	1	24.0	27.0	150	15000	sposta1	Spotless Starling	0.1465
29	Spectrogram 1	1	24.0	27.0	150	15000	comcuc	Common Cuckoo	0.1176
30	Spectrogram 1	1	24.0	27.0	150	15000	eutdov	European Turtle-Dove	0.1130
31	Spectrogram 1	1	24.0	27.0	150	15000	webwar1	Western Bonelli's Warbler	0.1090
32	Spectrogram 1	1	24.0	27.0	150	15000	hoopoe	Eurasian Hoopoe	0.1074
33	Spectrogram 1	1	24.0	27.0	150	15000	eugwoo2	Eurasian Green Woodpecker	0.1068
34	Spectrogram 1	1	27.0	30.0	150	15000	garwar1	Garden Warbler	0.2897
35	Spectrogram 1	1	27.0	30.0	150	15000	blackc1	Eurasian Blackcap	0.2260
36	Spectrogram 1	1	27.0	30.0	150	15000	melwar1	Melodious Warbler	0.2025
37	Spectrogram 1	1	27.0	30.0	150	15000	comnig1	Common Nightingale	0.1373
38	Spectrogram 1	1	27.0	30.0	150	15000	grewhi1	Greater Whitethroat	0.1092
39	Spectrogram 1	1	27.0	30.0	150	15000	cirbun1	Cirl Bunting	0.1062
40	Spectrogram 1	1	27.0	30.0	150	15000	sarwar1	Sardinian Warbler	0.1012
41	Spectrogram 1	1	30.0	33.0	150	15000	cirbun1	Cirl Bunting	0.1258
42	Spectrogram 1	1	30.0	33.0	150	15000	sonthr1	Song Thrush	0.1200
43	Spectrogram 1	1	30.0	33.0	150	15000	sposta1	Spotless Starling	0.1175
44	Spectrogram 1	1	30.0	33.0	150	15000	blackc1	Eurasian Blackcap	0.1038
45	Spectrogram 1	1	30.0	33.0	150	15000	webwar1	Western Bonelli's Warbler	0.1016
46	Spectrogram 1	1	33.0	36.0	150	15000	eutdov	European Turtle-Dove	0.7875
47	Spectrogram 1	1	36.0	39.0	150	15000	eutdov	European Turtle-Dove	0.8868
48	Spectrogram 1	1	36.0	39.0	150	15000	blackc1	Eurasian Blackcap	0.3527
49	Spectrogram 1	1	36.0	39.0	150	15000	garwar1	Garden Warbler	0.1649
50	Spectrogram 1	1	39.0	42.0	150	15000	eutdov	European Turtle-Dove	0.8380
51	Spectrogram 1	1	42.0	45.0	150	15000	eutdov	European Turtle-Dove	0.8549
52	Spectrogram 1	1	42.0	45.0	150	15000	blackc1	Eurasian Blackcap	0.2245
53	Spectrogram 1	1	42.0	45.0	150	15000	eugori2	Eurasian Golden Oriole	0.1495
54	Spectrogram 1	1	42.0	45.0	150	15000	comnig1	Common Nightingale	0.1463
55	Spectrogram 1	1	42.0	45.0	150	15000	garwar1	Garden Warbler	0.1065
56	Spectrogram 1	1	45.0	48.0	150	15000	eutdov	European Turtle-Dove	0.7861
57	Spectrogram 1	1	45.0	48.0	150	15000	barswa	Barn Swallow	0.1772
58	Spectrogram 1	1	45.0	48.0	150	15000	cohmar1	Common House-Martin	0.1023
59	Spectrogram 1	1	48.0	51.0	150	15000	eutdov	European Turtle-Dove	0.2051
60	Spectrogram 1	1	51.0	54.0	150	15000	eurbla	Eurasian Blackbird	0.1118
61	Spectrogram 1	1	54.0	57.0	150	15000	blackc1	Eurasian Blackcap	0.6000
62	Spectrogram 1	1	54.0	57.0	150	15000	sarwar1	Sardinian Warbler	0.1837
63	Spectrogram 1	1	54.0	57.0	150	15000	melwar1	Melodious Warbler	0.1799
64	Spectrogram 1	1	54.0	57.0	150	15000	garwar1	Garden Warbler	0.1687
65	Spectrogram 1	1	54.0	57.0	150	15000	webwar1	Western Bonelli's Warbler	0.1437
66	Spectrogram 1	1	54.0	57.0	150	15000	cirbun1	Cirl Bunting	0.1327
67	Spectrogram 1	1	54.0	57.0	150	15000	eugori2	Eurasian Golden Oriole	0.1258
