Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	corbun1	Corn Bunting	0.1489
2	Spectrogram 1	1	6.0	9.0	150	15000	webwar1	Western Bonelli's Warbler	0.1715
3	Spectrogram 1	1	6.0	9.0	150	15000	woolar1	Wood Lark	0.1219
4	Spectrogram 1	1	6.0	9.0	150	15000	cirbun1	Cirl Bunting	0.1207
5	Spectrogram 1	1	6.0	9.0	150	15000	blackc1	Eurasian Blackcap	0.1087
6	Spectrogram 1	1	6.0	9.0	150	15000	melwar1	Melodious Warbler	0.1023
7	Spectrogram 1	1	12.0	15.0	150	15000	tawpip1	Tawny Pipit	0.1168
8	Spectrogram 1	1	27.0	30.0	150	15000	houspa	House Sparrow	0.1300
9	Spectrogram 1	1	30.0	33.0	150	15000	webwar1	Western Bonelli's Warbler	0.1279
10	Spectrogram 1	1	30.0	33.0	150	15000	cirbun1	Cirl Bunting	0.1192
11	Spectrogram 1	1	36.0	39.0	150	15000	corbun1	Corn Bunting	0.1156
12	Spectrogram 1	1	36.0	39.0	150	15000	whtdip1	White-throated Dipper	0.1041
13	Spectrogram 1	1	42.0	45.0	150	15000	cohmar1	Common House-Martin	0.1009
14	Spectrogram 1	1	45.0	48.0	150	15000	blared1	Black Redstart	0.1115
15	Spectrogram 1	1	45.0	48.0	150	15000	eurbla	Eurasian Blackbird	0.1100
16	Spectrogram 1	1	45.0	48.0	150	15000	webwar1	Western Bonelli's Warbler	0.1042
17	Spectrogram 1	1	48.0	51.0	150	15000	whiwag	White Wagtail	0.5418
18	Spectrogram 1	1	48.0	51.0	150	15000	corbun1	Corn Bunting	0.1219
19	Spectrogram 1	1	48.0	51.0	150	15000	eaywag1	Western Yellow Wagtail	0.1098
20	Spectrogram 1	1	54.0	57.0	150	15000	whiwag	White Wagtail	0.1528
21	Spectrogram 1	1	57.0	60.0	150	15000	whiwag	White Wagtail	0.2508
22	Spectrogram 1	1	57.0	60.0	150	15000	cohmar1	Common House-Martin	0.1344
23	Spectrogram 1	1	57.0	60.0	150	15000	barswa	Barn Swallow	0.1255
24	Spectrogram 1	1	57.0	60.0	150	15000	blared1	Black Redstart	0.1124
25	Spectrogram 1	1	57.0	60.0	150	15000	houspa	House Sparrow	0.1098
26	Spectrogram 1	1	57.0	60.0	150	15000	eurser1	European Serin	0.1096
27	Spectrogram 1	1	57.0	60.0	150	15000	corbun1	Corn Bunting	0.1069
28	Spectrogram 1	1	57.0	60.0	150	15000	melwar1	Melodious Warbler	0.1047
