Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	melwar1	Melodious Warbler	0.7566
2	Spectrogram 1	1	0	3.0	150	15000	subwar6	Western Subalpine Warbler	0.1236
3	Spectrogram 1	1	2.0	5.0	150	15000	melwar1	Melodious Warbler	0.8395
4	Spectrogram 1	1	2.0	5.0	150	15000	subwar6	Western Subalpine Warbler	0.1011
5	Spectrogram 1	1	4.0	7.0	150	15000	melwar1	Melodious Warbler	0.5226
6	Spectrogram 1	1	4.0	7.0	150	15000	subwar6	Western Subalpine Warbler	0.2265
7	Spectrogram 1	1	34.0	37.0	150	15000	melwar1	Melodious Warbler	0.5629
8	Spectrogram 1	1	34.0	37.0	150	15000	thelar1	Thekla's Lark	0.2665
9	Spectrogram 1	1	34.0	37.0	150	15000	darwar1	Dartford Warbler	0.1897
10	Spectrogram 1	1	42.0	45.0	150	15000	blackc1	Eurasian Blackcap	0.3591
11	Spectrogram 1	1	46.0	49.0	150	15000	melwar1	Melodious Warbler	0.3594
