Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	10.0	13.0	150	15000	stonec4	European Stonechat	0.1355
2	Spectrogram 1	1	11.0	14.0	150	15000	stonec4	European Stonechat	0.1632
3	Spectrogram 1	1	12.0	15.0	150	15000	stonec4	European Stonechat	0.1319
4	Spectrogram 1	1	15.0	18.0	150	15000	stonec4	European Stonechat	0.1012
5	Spectrogram 1	1	23.0	26.0	150	15000	melwar1	Melodious Warbler	0.1276
6	Spectrogram 1	1	27.0	30.0	150	15000	melwar1	Melodious Warbler	0.1130
7	Spectrogram 1	1	27.0	30.0	150	15000	stonec4	European Stonechat	0.1022
8	Spectrogram 1	1	28.0	31.0	150	15000	stonec4	European Stonechat	0.1439
9	Spectrogram 1	1	28.0	31.0	150	15000	comqua1	Common Quail	0.1359
10	Spectrogram 1	1	28.0	31.0	150	15000	skylar	Eurasian Skylark	0.1056
11	Spectrogram 1	1	30.0	33.0	150	15000	hawfin	Hawfinch	0.1288
12	Spectrogram 1	1	35.0	38.0	150	15000	melwar1	Melodious Warbler	0.2684
13	Spectrogram 1	1	44.0	47.0	150	15000	melwar1	Melodious Warbler	0.1532
14	Spectrogram 1	1	45.0	48.0	150	15000	melwar1	Melodious Warbler	0.1147
15	Spectrogram 1	1	47.0	50.0	150	15000	melwar1	Melodious Warbler	0.2786
16	Spectrogram 1	1	49.0	52.0	150	15000	melwar1	Melodious Warbler	0.1263
