Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	melwar1	Melodious Warbler	0.6381
2	Spectrogram 1	1	0	3.0	150	15000	subwar6	Western Subalpine Warbler	0.2730
3	Spectrogram 1	1	0	3.0	150	15000	darwar1	Dartford Warbler	0.1609
4	Spectrogram 1	1	3.0	6.0	150	15000	melwar1	Melodious Warbler	0.4667
5	Spectrogram 1	1	3.0	6.0	150	15000	subwar6	Western Subalpine Warbler	0.2497
6	Spectrogram 1	1	3.0	6.0	150	15000	garwar1	Garden Warbler	0.1479
7	Spectrogram 1	1	3.0	6.0	150	15000	grewhi1	Greater Whitethroat	0.1173
8	Spectrogram 1	1	3.0	6.0	150	15000	thelar1	Thekla's Lark	0.1011
9	Spectrogram 1	1	9.0	12.0	150	15000	zitcis1	Zitting Cisticola	0.1781
10	Spectrogram 1	1	12.0	15.0	150	15000	melwar1	Melodious Warbler	0.1647
11	Spectrogram 1	1	15.0	18.0	150	15000	melwar1	Melodious Warbler	0.2134
12	Spectrogram 1	1	27.0	30.0	150	15000	zitcis1	Zitting Cisticola	0.1044
13	Spectrogram 1	1	30.0	33.0	150	15000	melwar1	Melodious Warbler	0.1131
14	Spectrogram 1	1	33.0	36.0	150	15000	melwar1	Melodious Warbler	0.3818
15	Spectrogram 1	1	33.0	36.0	150	15000	thelar1	Thekla's Lark	0.2697
16	Spectrogram 1	1	33.0	36.0	150	15000	crelar2	Crested Lark	0.2379
17	Spectrogram 1	1	36.0	39.0	150	15000	yellow2	Yellowhammer	0.1025
18	Spectrogram 1	1	42.0	45.0	150	15000	blackc1	Eurasian Blackcap	0.4281
19	Spectrogram 1	1	42.0	45.0	150	15000	melwar1	Melodious Warbler	0.2395
20	Spectrogram 1	1	42.0	45.0	150	15000	garwar1	Garden Warbler	0.1724
21	Spectrogram 1	1	45.0	48.0	150	15000	blared1	Black Redstart	0.3728
22	Spectrogram 1	1	45.0	48.0	150	15000	melwar1	Melodious Warbler	0.2122
23	Spectrogram 1	1	45.0	48.0	150	15000	stonec4	European Stonechat	0.1879
24	Spectrogram 1	1	48.0	51.0	150	15000	eaywag1	Western Yellow Wagtail	0.1076
25	Spectrogram 1	1	51.0	54.0	150	15000	spaspa1	Spanish Sparrow	0.1164
26	Spectrogram 1	1	57.0	60.0	150	15000	blackc1	Eurasian Blackcap	0.3317
27	Spectrogram 1	1	57.0	60.0	150	15000	webwar1	Western Bonelli's Warbler	0.1117
28	Spectrogram 1	1	57.0	60.0	150	15000	cirbun1	Cirl Bunting	0.1007
