Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	15000	cirbun1	Cirl Bunting	0.9820
2	Spectrogram 1	1	3.0	6.0	150	15000	cirbun1	Cirl Bunting	0.9703
3	Spectrogram 1	1	6.0	9.0	150	15000	cirbun1	Cirl Bunting	0.9392
4	Spectrogram 1	1	9.0	12.0	150	15000	cirbun1	Cirl Bunting	0.9633
5	Spectrogram 1	1	12.0	15.0	150	15000	cirbun1	Cirl Bunting	0.9439
6	Spectrogram 1	1	12.0	15.0	150	15000	eurser1	European Serin	0.1108
7	Spectrogram 1	1	15.0	18.0	150	15000	cirbun1	Cirl Bunting	0.9573
8	Spectrogram 1	1	18.0	21.0	150	15000	cirbun1	Cirl Bunting	0.9555
9	Spectrogram 1	1	21.0	24.0	150	15000	cirbun1	Cirl Bunting	0.9466
10	Spectrogram 1	1	21.0	24.0	150	15000	hawfin	Hawfinch	0.1079
11	Spectrogram 1	1	24.0	27.0	150	15000	cirbun1	Cirl Bunting	0.9187
12	Spectrogram 1	1	27.0	30.0	150	15000	cirbun1	Cirl Bunting	0.9234
13	Spectrogram 1	1	30.0	33.0	150	15000	cirbun1	Cirl Bunting	0.9504
14	Spectrogram 1	1	33.0	36.0	150	15000	cirbun1	Cirl Bunting	0.7181
15	Spectrogram 1	1	36.0	39.0	150	15000	cirbun1	Cirl Bunting	0.9367
16	Spectrogram 1	1	39.0	42.0	150	15000	cirbun1	Cirl Bunting	0.9047
17	Spectrogram 1	1	42.0	45.0	150	15000	cirbun1	Cirl Bunting	0.9167
18	Spectrogram 1	1	45.0	48.0	150	15000	cirbun1	Cirl Bunting	0.6481
19	Spectrogram 1	1	48.0	51.0	150	15000	cirbun1	Cirl Bunting	0.9898
20	Spectrogram 1	1	51.0	54.0	150	15000	cirbun1	Cirl Bunting	0.9500
21	Spectrogram 1	1	54.0	57.0	150	15000	cirbun1	Cirl Bunting	0.9447
22	Spectrogram 1	1	54.0	57.0	150	15000	yellow2	Yellowhammer	0.1807
23	Spectrogram 1	1	57.0	60.0	150	15000	cirbun1	Cirl Bunting	0.9106
