"n_recordings_sampled","sample_number","minimum_confidence_threshold","n_species_correctly_detected","n_species_incorrectly_detected","total_species_detected"
40,149,0.15,25,24,42
40,149,0.6,15,5,42
40,149,0.85,10,4,42
40,150,0.15,28,22,47
40,150,0.6,20,5,47
40,150,0.85,17,3,47
40,151,0.15,24,11,43
40,151,0.6,17,1,43
40,151,0.85,13,1,43
40,152,0.15,22,17,46
40,152,0.6,17,3,46
40,152,0.85,14,2,46
40,153,0.15,24,22,49
40,153,0.6,19,5,49
40,153,0.85,15,4,49
40,154,0.15,20,16,45
40,154,0.6,18,3,45
40,154,0.85,13,2,45
40,155,0.15,24,14,52
40,155,0.6,17,1,52
40,155,0.85,13,1,52
40,156,0.15,25,14,52
40,156,0.6,24,2,52
40,156,0.85,18,1,52
40,157,0.15,23,15,46
40,157,0.6,15,2,46
40,157,0.85,11,1,46
40,158,0.15,20,22,46
40,158,0.6,12,4,46
40,158,0.85,10,3,46
40,159,0.15,19,24,39
40,159,0.6,14,4,39
40,159,0.85,11,2,39
40,160,0.15,23,20,43
40,160,0.6,15,4,43
40,160,0.85,9,3,43
40,161,0.15,24,22,45
40,161,0.6,18,4,45
40,161,0.85,14,4,45
40,162,0.15,26,16,46
40,162,0.6,18,5,46
40,162,0.85,18,3,46
40,163,0.15,28,21,51
40,163,0.6,23,2,51
40,163,0.85,16,2,51
40,164,0.15,22,18,38
40,164,0.6,18,3,38
40,164,0.85,13,0,38
40,165,0.15,24,20,52
40,165,0.6,18,2,52
40,165,0.85,14,1,52
40,166,0.15,22,13,41
40,166,0.6,17,3,41
40,166,0.85,12,1,41
40,167,0.15,23,14,53
40,167,0.6,16,3,53
40,167,0.85,14,2,53
40,168,0.15,22,17,40
40,168,0.6,18,1,40
40,168,0.85,14,1,40
40,169,0.15,24,17,48
40,169,0.6,19,3,48
40,169,0.85,17,1,48
40,170,0.15,23,23,39
40,170,0.6,18,5,39
40,170,0.85,11,4,39
40,171,0.15,25,17,47
40,171,0.6,20,4,47
40,171,0.85,16,3,47
40,172,0.15,26,17,47
40,172,0.6,20,3,47
40,172,0.85,15,3,47
40,173,0.15,26,16,46
40,173,0.6,23,3,46
40,173,0.85,15,2,46
40,174,0.15,23,20,44
40,174,0.6,17,6,44
40,174,0.85,11,4,44
40,175,0.15,25,20,43
40,175,0.6,16,3,43
40,175,0.85,12,2,43
40,176,0.15,21,12,49
40,176,0.6,17,4,49
40,176,0.85,15,3,49
40,177,0.15,26,13,47
40,177,0.6,21,3,47
40,177,0.85,17,2,47
40,178,0.15,24,16,39
40,178,0.6,20,4,39
40,178,0.85,17,3,39
40,179,0.15,23,14,47
40,179,0.6,18,1,47
40,179,0.85,15,1,47
40,180,0.15,28,13,48
40,180,0.6,21,4,48
40,180,0.85,17,1,48
40,181,0.15,27,13,47
40,181,0.6,17,4,47
40,181,0.85,13,3,47
40,182,0.15,27,18,48
40,182,0.6,17,4,48
40,182,0.85,10,1,48
40,183,0.15,26,20,48
40,183,0.6,16,5,48
40,183,0.85,12,4,48
40,184,0.15,29,20,50
40,184,0.6,19,2,50
40,184,0.85,15,2,50
40,185,0.15,26,17,49
40,185,0.6,20,4,49
40,185,0.85,18,2,49
40,186,0.15,29,17,45
40,186,0.6,20,4,45
40,186,0.85,14,2,45
40,187,0.15,27,15,49
40,187,0.6,22,4,49
40,187,0.85,18,2,49
40,188,0.15,23,15,44
40,188,0.6,16,4,44
40,188,0.85,12,3,44
40,189,0.15,23,22,52
40,189,0.6,19,4,52
40,189,0.85,15,2,52
40,190,0.15,27,20,47
40,190,0.6,18,4,47
40,190,0.85,11,3,47
40,191,0.15,27,15,56
40,191,0.6,20,2,56
40,191,0.85,17,1,56
40,192,0.15,26,20,47
40,192,0.6,21,3,47
40,192,0.85,16,2,47
40,193,0.15,24,18,44
40,193,0.6,22,3,44
40,193,0.85,16,3,44
40,194,0.15,21,23,42
40,194,0.6,10,5,42
40,194,0.85,8,4,42
40,195,0.15,25,18,51
40,195,0.6,22,3,51
40,195,0.85,14,1,51
40,196,0.15,25,17,47
40,196,0.6,22,2,47
40,196,0.85,17,2,47
40,197,0.15,29,19,50
40,197,0.6,24,3,50
40,197,0.85,16,1,50
40,198,0.15,28,17,52
40,198,0.6,21,0,52
40,198,0.85,15,0,52
40,199,0.15,27,20,50
40,199,0.6,20,5,50
40,199,0.85,10,2,50
40,200,0.15,22,21,49
40,200,0.6,20,5,49
40,200,0.85,12,2,49
40,201,0.15,30,24,47
40,201,0.6,22,6,47
40,201,0.85,18,2,47
40,202,0.15,22,16,42
40,202,0.6,16,2,42
40,202,0.85,10,1,42
40,203,0.15,20,14,46
40,203,0.6,14,2,46
40,203,0.85,11,1,46
40,204,0.15,24,20,44
40,204,0.6,21,5,44
40,204,0.85,15,2,44
40,205,0.15,26,11,45
40,205,0.6,22,3,45
40,205,0.85,16,1,45
40,206,0.15,25,13,46
40,206,0.6,19,2,46
40,206,0.85,11,1,46
40,207,0.15,27,19,49
40,207,0.6,21,5,49
40,207,0.85,18,4,49
40,208,0.15,27,18,46
40,208,0.6,23,4,46
40,208,0.85,14,2,46
40,209,0.15,21,16,46
40,209,0.6,15,4,46
40,209,0.85,12,1,46
40,210,0.15,19,22,40
40,210,0.6,12,6,40
40,210,0.85,10,3,40
40,211,0.15,25,17,53
40,211,0.6,20,6,53
40,211,0.85,14,4,53
40,212,0.15,27,13,53
40,212,0.6,23,2,53
40,212,0.85,18,1,53
40,213,0.15,25,16,46
40,213,0.6,19,2,46
40,213,0.85,18,1,46
40,214,0.15,24,18,46
40,214,0.6,21,3,46
40,214,0.85,16,2,46
40,215,0.15,24,18,43
40,215,0.6,20,3,43
40,215,0.85,14,2,43
40,216,0.15,25,20,43
40,216,0.6,18,7,43
40,216,0.85,15,4,43
40,217,0.15,24,13,47
40,217,0.6,20,3,47
40,217,0.85,14,2,47
40,218,0.15,25,22,44
40,218,0.6,18,9,44
40,218,0.85,12,5,44
50,1,0.15,27,18,49
50,1,0.6,17,5,49
50,1,0.85,14,4,49
50,2,0.15,26,20,49
50,2,0.6,18,3,49
50,2,0.85,15,3,49
50,3,0.15,34,19,51
50,3,0.6,26,4,51
50,3,0.85,18,2,51
50,4,0.15,27,21,52
50,4,0.6,23,3,52
50,4,0.85,19,2,52
50,5,0.15,28,19,51
50,5,0.6,19,4,51
50,5,0.85,18,2,51
50,6,0.15,25,22,45
50,6,0.6,17,3,45
50,6,0.85,14,2,45
50,7,0.15,21,22,39
50,7,0.6,14,4,39
50,7,0.85,13,3,39
50,8,0.15,30,21,54
50,8,0.6,24,3,54
50,8,0.85,19,1,54
50,9,0.15,30,23,52
50,9,0.6,20,5,52
50,9,0.85,14,2,52
50,10,0.15,28,22,43
50,10,0.6,24,5,43
50,10,0.85,18,4,43
50,11,0.15,35,19,52
50,11,0.6,31,2,52
50,11,0.85,19,1,52
50,12,0.15,32,22,50
50,12,0.6,28,5,50
50,12,0.85,19,1,50
50,13,0.15,29,20,49
50,13,0.6,23,6,49
50,13,0.85,18,2,49
50,14,0.15,30,22,51
50,14,0.6,24,4,51
50,14,0.85,15,2,51
50,15,0.15,26,23,44
50,15,0.6,22,3,44
50,15,0.85,14,1,44
50,16,0.15,24,16,52
50,16,0.6,17,3,52
50,16,0.85,9,1,52
50,17,0.15,26,29,47
50,17,0.6,24,6,47
50,17,0.85,19,4,47
50,18,0.15,28,20,49
50,18,0.6,17,2,49
50,18,0.85,13,1,49
50,19,0.15,32,17,46
50,19,0.6,25,3,46
50,19,0.85,20,1,46
50,20,0.15,27,24,45
50,20,0.6,16,2,45
50,20,0.85,12,1,45
50,21,0.15,25,19,49
50,21,0.6,24,5,49
50,21,0.85,18,2,49
50,22,0.15,27,20,50
50,22,0.6,24,4,50
50,22,0.85,19,4,50
50,23,0.15,30,20,54
50,23,0.6,27,2,54
50,23,0.85,20,2,54
50,24,0.15,29,21,50
50,24,0.6,24,4,50
50,24,0.85,19,1,50
50,25,0.15,29,18,49
50,25,0.6,24,4,49
50,25,0.85,17,2,49
50,26,0.15,26,17,48
50,26,0.6,24,3,48
50,26,0.85,19,2,48
50,27,0.15,27,22,48
50,27,0.6,22,8,48
50,27,0.85,18,3,48
50,28,0.15,26,20,46
50,28,0.6,19,2,46
50,28,0.85,15,1,46
50,29,0.15,29,17,45
50,29,0.6,19,4,45
50,29,0.85,15,2,45
50,30,0.15,27,25,47
50,30,0.6,22,5,47
50,30,0.85,18,3,47
50,31,0.15,27,23,43
50,31,0.6,18,3,43
50,31,0.85,13,1,43
50,32,0.15,27,18,52
50,32,0.6,21,2,52
50,32,0.85,15,1,52
50,33,0.15,30,23,52
50,33,0.6,28,6,52
50,33,0.85,25,2,52
50,34,0.15,24,19,47
50,34,0.6,17,5,47
50,34,0.85,11,3,47
50,35,0.15,29,16,54
50,35,0.6,26,5,54
50,35,0.85,21,1,54
50,36,0.15,26,19,45
50,36,0.6,22,3,45
50,36,0.85,16,2,45
50,37,0.15,28,22,51
50,37,0.6,22,4,51
50,37,0.85,19,1,51
50,38,0.15,24,15,45
50,38,0.6,18,4,45
50,38,0.85,14,3,45
50,39,0.15,33,19,51
50,39,0.6,29,4,51
50,39,0.85,23,2,51
50,40,0.15,28,19,47
50,40,0.6,25,4,47
50,40,0.85,19,1,47
50,41,0.15,29,21,50
50,41,0.6,23,5,50
50,41,0.85,19,2,50
50,42,0.15,28,22,53
50,42,0.6,23,3,53
50,42,0.85,18,2,53
50,43,0.15,26,16,49
50,43,0.6,22,4,49
50,43,0.85,21,2,49
50,44,0.15,26,21,54
50,44,0.6,23,4,54
50,44,0.85,21,2,54
50,45,0.15,27,23,50
50,45,0.6,24,3,50
50,45,0.85,18,1,50
50,46,0.15,26,20,53
50,46,0.6,17,3,53
50,46,0.85,12,3,53
50,47,0.15,28,18,52
50,47,0.6,20,3,52
50,47,0.85,18,1,52
50,48,0.15,29,20,49
50,48,0.6,22,5,49
50,48,0.85,15,3,49
50,49,0.15,27,15,47
50,49,0.6,22,5,47
50,49,0.85,18,3,47
50,50,0.15,28,22,50
50,50,0.6,23,4,50
50,50,0.85,20,2,50
50,51,0.15,33,21,51
50,51,0.6,25,3,51
50,51,0.85,17,2,51
50,52,0.15,33,22,50
50,52,0.6,23,4,50
50,52,0.85,16,2,50
50,53,0.15,25,23,47
50,53,0.6,17,6,47
50,53,0.85,11,3,47
50,54,0.15,28,22,49
50,54,0.6,21,4,49
50,54,0.85,17,3,49
50,55,0.15,25,21,44
50,55,0.6,16,1,44
50,55,0.85,8,1,44
50,56,0.15,26,20,48
50,56,0.6,23,5,48
50,56,0.85,17,1,48
50,57,0.15,30,19,51
50,57,0.6,22,4,51
50,57,0.85,18,1,51
50,58,0.15,26,22,48
50,58,0.6,18,4,48
50,58,0.85,14,1,48
50,59,0.15,23,17,42
50,59,0.6,17,2,42
50,59,0.85,13,1,42
50,60,0.15,34,19,54
50,60,0.6,27,4,54
50,60,0.85,21,1,54
50,61,0.15,27,19,53
50,61,0.6,23,3,53
50,61,0.85,17,1,53
50,62,0.15,28,14,49
50,62,0.6,23,2,49
50,62,0.85,16,2,49
50,63,0.15,30,14,57
50,63,0.6,25,4,57
50,63,0.85,20,1,57
50,64,0.15,30,18,52
50,64,0.6,20,2,52
50,64,0.85,16,1,52
50,65,0.15,30,21,47
50,65,0.6,25,4,47
50,65,0.85,18,1,47
50,66,0.15,30,29,52
50,66,0.6,25,7,52
50,66,0.85,17,3,52
50,67,0.15,30,22,52
50,67,0.6,23,3,52
50,67,0.85,17,1,52
50,68,0.15,25,24,51
50,68,0.6,19,6,51
50,68,0.85,14,4,51
50,69,0.15,24,20,46
50,69,0.6,20,4,46
50,69,0.85,15,2,46
50,70,0.15,26,24,50
50,70,0.6,21,5,50
50,70,0.85,16,3,50
50,71,0.15,29,18,53
50,71,0.6,22,2,53
50,71,0.85,19,2,53
50,72,0.15,30,21,51
50,72,0.6,22,4,51
50,72,0.85,17,3,51
50,73,0.15,32,21,51
50,73,0.6,24,5,51
50,73,0.85,16,3,51
50,74,0.15,30,18,47
50,74,0.6,26,3,47
50,74,0.85,20,2,47
50,75,0.15,31,25,52
50,75,0.6,25,3,52
50,75,0.85,18,3,52
50,76,0.15,31,20,52
50,76,0.6,25,4,52
50,76,0.85,20,2,52
50,77,0.15,30,18,51
50,77,0.6,27,4,51
50,77,0.85,21,2,51
50,78,0.15,27,22,45
50,78,0.6,18,7,45
50,78,0.85,14,2,45
50,79,0.15,27,25,46
50,79,0.6,19,3,46
50,79,0.85,15,2,46
50,80,0.15,28,17,48
50,80,0.6,19,4,48
50,80,0.85,16,1,48
50,81,0.15,28,19,54
50,81,0.6,22,3,54
50,81,0.85,15,1,54
50,82,0.15,26,20,51
50,82,0.6,19,5,51
50,82,0.85,16,3,51
50,83,0.15,30,21,51
50,83,0.6,22,1,51
50,83,0.85,16,1,51
50,84,0.15,28,18,57
50,84,0.6,20,4,57
50,84,0.85,15,1,57
50,85,0.15,23,18,51
50,85,0.6,18,4,51
50,85,0.85,16,3,51
50,86,0.15,31,22,57
50,86,0.6,21,2,57
50,86,0.85,15,1,57
50,87,0.15,31,18,54
50,87,0.6,24,4,54
50,87,0.85,19,3,54
50,88,0.15,30,16,50
50,88,0.6,23,4,50
50,88,0.85,22,1,50
50,89,0.15,27,20,47
50,89,0.6,26,6,47
50,89,0.85,19,4,47
50,90,0.15,27,28,46
50,90,0.6,23,6,46
50,90,0.85,17,3,46
50,91,0.15,31,25,52
50,91,0.6,23,7,52
50,91,0.85,18,3,52
50,92,0.15,21,26,48
50,92,0.6,17,4,48
50,92,0.85,14,1,48
50,93,0.15,24,19,50
50,93,0.6,18,2,50
50,93,0.85,14,2,50
50,94,0.15,32,17,52
50,94,0.6,24,4,52
50,94,0.85,17,2,52
50,95,0.15,34,17,54
50,95,0.6,29,3,54
50,95,0.85,21,2,54
50,96,0.15,28,21,51
50,96,0.6,21,5,51
50,96,0.85,15,3,51
50,97,0.15,29,20,49
50,97,0.6,24,7,49
50,97,0.85,20,3,49
50,98,0.15,30,18,56
50,98,0.6,27,4,56
50,98,0.85,21,0,56
50,99,0.15,26,19,50
50,99,0.6,20,5,50
50,99,0.85,16,1,50
50,100,0.15,29,21,49
50,100,0.6,20,6,49
50,100,0.85,15,2,49
50,101,0.15,23,23,48
50,101,0.6,21,5,48
50,101,0.85,15,2,48
50,102,0.15,31,20,49
50,102,0.6,28,2,49
50,102,0.85,22,1,49
50,103,0.15,25,21,50
50,103,0.6,19,4,50
50,103,0.85,14,1,50
50,104,0.15,31,20,55
50,104,0.6,22,3,55
50,104,0.85,19,2,55
50,105,0.15,25,23,48
50,105,0.6,17,2,48
50,105,0.85,13,2,48
50,106,0.15,30,19,50
50,106,0.6,26,4,50
50,106,0.85,21,2,50
50,107,0.15,29,23,50
50,107,0.6,21,3,50
50,107,0.85,19,2,50
50,108,0.15,31,23,49
50,108,0.6,23,5,49
50,108,0.85,16,3,49
50,109,0.15,23,25,49
50,109,0.6,18,4,49
50,109,0.85,15,4,49
50,110,0.15,28,20,50
50,110,0.6,22,3,50
50,110,0.85,16,2,50
50,111,0.15,27,18,52
50,111,0.6,20,3,52
50,111,0.85,17,1,52
50,112,0.15,26,22,53
50,112,0.6,22,3,53
50,112,0.85,16,2,53
50,113,0.15,27,20,52
50,113,0.6,22,2,52
50,113,0.85,15,2,52
50,114,0.15,31,17,60
50,114,0.6,24,2,60
50,114,0.85,20,2,60
50,115,0.15,27,22,53
50,115,0.6,21,5,53
50,115,0.85,16,4,53
50,116,0.15,22,22,48
50,116,0.6,17,5,48
50,116,0.85,14,3,48
50,117,0.15,29,22,49
50,117,0.6,25,10,49
50,117,0.85,19,4,49
50,118,0.15,30,14,53
50,118,0.6,26,3,53
50,118,0.85,17,2,53
50,119,0.15,26,22,49
50,119,0.6,23,4,49
50,119,0.85,19,3,49
50,120,0.15,23,26,43
50,120,0.6,15,4,43
50,120,0.85,11,2,43
50,121,0.15,27,22,54
50,121,0.6,20,5,54
50,121,0.85,18,5,54
50,122,0.15,29,20,53
50,122,0.6,22,6,53
50,122,0.85,16,2,53
50,123,0.15,31,22,52
50,123,0.6,25,5,52
50,123,0.85,21,3,52
50,124,0.15,30,15,55
50,124,0.6,21,4,55
50,124,0.85,19,2,55
50,125,0.15,28,16,55
50,125,0.6,23,2,55
50,125,0.85,17,2,55
50,126,0.15,22,20,52
50,126,0.6,19,3,52
50,126,0.85,16,0,52
50,127,0.15,30,17,49
50,127,0.6,28,3,49
50,127,0.85,25,2,49
50,128,0.15,26,22,50
50,128,0.6,23,7,50
50,128,0.85,17,4,50
50,129,0.15,25,19,45
50,129,0.6,21,2,45
50,129,0.85,15,2,45
50,130,0.15,31,22,49
50,130,0.6,26,2,49
50,130,0.85,16,1,49
50,131,0.15,30,20,54
50,131,0.6,25,3,54
50,131,0.85,21,3,54
50,132,0.15,33,23,53
50,132,0.6,27,5,53
50,132,0.85,20,3,53
50,133,0.15,27,24,49
50,133,0.6,18,5,49
50,133,0.85,11,2,49
50,134,0.15,32,20,50
50,134,0.6,22,7,50
50,134,0.85,18,3,50
50,135,0.15,25,22,49
50,135,0.6,22,6,49
50,135,0.85,19,4,49
50,136,0.15,33,20,53
50,136,0.6,28,3,53
50,136,0.85,23,2,53
50,137,0.15,23,18,54
50,137,0.6,20,1,54
50,137,0.85,14,1,54
50,138,0.15,28,24,46
50,138,0.6,22,6,46
50,138,0.85,18,3,46
50,139,0.15,29,19,58
50,139,0.6,25,3,58
50,139,0.85,20,1,58
50,140,0.15,19,15,50
50,140,0.6,17,6,50
50,140,0.85,16,2,50
50,141,0.15,25,26,48
50,141,0.6,19,3,48
50,141,0.85,14,2,48
50,142,0.15,25,22,47
50,142,0.6,22,3,47
50,142,0.85,17,1,47
50,143,0.15,28,19,53
50,143,0.6,20,5,53
50,143,0.85,14,3,53
50,144,0.15,26,20,47
50,144,0.6,20,3,47
50,144,0.85,18,2,47
50,145,0.15,25,22,50
50,145,0.6,19,4,50
50,145,0.85,15,2,50
50,146,0.15,24,21,49
50,146,0.6,16,7,49
50,146,0.85,15,3,49
50,147,0.15,33,17,54
50,147,0.6,25,3,54
50,147,0.85,24,2,54
50,148,0.15,33,23,51
50,148,0.6,25,4,51
50,148,0.85,17,1,51
50,149,0.15,29,15,57
50,149,0.6,26,3,57
50,149,0.85,22,2,57
50,150,0.15,29,17,52
50,150,0.6,23,3,52
50,150,0.85,16,2,52
50,151,0.15,24,22,40
50,151,0.6,19,4,40
50,151,0.85,14,2,40
50,152,0.15,27,17,51
50,152,0.6,21,6,51
50,152,0.85,18,3,51
50,153,0.15,28,17,53
50,153,0.6,20,2,53
50,153,0.85,16,1,53
50,154,0.15,24,18,46
50,154,0.6,15,3,46
50,154,0.85,12,2,46
50,155,0.15,27,21,47
50,155,0.6,22,4,47
50,155,0.85,16,1,47
50,156,0.15,29,19,52
50,156,0.6,25,4,52
50,156,0.85,18,3,52
50,157,0.15,26,23,55
50,157,0.6,20,3,55
50,157,0.85,16,3,55
50,158,0.15,27,21,57
50,158,0.6,23,2,57
50,158,0.85,18,2,57
50,159,0.15,26,22,49
50,159,0.6,19,2,49
50,159,0.85,14,2,49
50,160,0.15,27,20,48
50,160,0.6,22,2,48
50,160,0.85,16,2,48
50,161,0.15,29,17,51
50,161,0.6,24,5,51
50,161,0.85,17,1,51
50,162,0.15,29,22,44
50,162,0.6,24,6,44
50,162,0.85,16,2,44
50,163,0.15,27,17,52
50,163,0.6,20,3,52
50,163,0.85,16,1,52
50,164,0.15,26,19,52
50,164,0.6,21,4,52
50,164,0.85,16,2,52
50,165,0.15,26,21,53
50,165,0.6,21,2,53
50,165,0.85,17,1,53
50,166,0.15,27,18,46
50,166,0.6,23,1,46
50,166,0.85,16,1,46
50,167,0.15,27,20,53
50,167,0.6,26,5,53
50,167,0.85,18,2,53
50,168,0.15,28,16,57
50,168,0.6,24,1,57
50,168,0.85,16,1,57
50,169,0.15,29,23,54
50,169,0.6,22,7,54
50,169,0.85,18,5,54
50,170,0.15,28,20,51
50,170,0.6,21,4,51
50,170,0.85,15,3,51
50,171,0.15,23,23,44
50,171,0.6,19,5,44
50,171,0.85,12,3,44
50,172,0.15,32,17,55
50,172,0.6,28,4,55
50,172,0.85,20,2,55
50,173,0.15,27,20,50
50,173,0.6,21,5,50
50,173,0.85,18,2,50
50,174,0.15,26,20,56
50,174,0.6,18,3,56
50,174,0.85,13,3,56
50,175,0.15,29,24,55
50,175,0.6,21,4,55
50,175,0.85,14,1,55
50,176,0.15,25,15,49
50,176,0.6,17,3,49
50,176,0.85,14,2,49
50,177,0.15,29,20,54
50,177,0.6,22,4,54
50,177,0.85,19,3,54
50,178,0.15,32,17,46
50,178,0.6,22,5,46
50,178,0.85,16,3,46
50,179,0.15,25,15,58
50,179,0.6,21,3,58
50,179,0.85,17,2,58
50,180,0.15,26,26,51
50,180,0.6,21,5,51
50,180,0.85,14,3,51
50,181,0.15,31,15,53
50,181,0.6,23,1,53
50,181,0.85,18,1,53
50,182,0.15,29,22,51
50,182,0.6,25,4,51
50,182,0.85,18,2,51
50,183,0.15,22,18,44
50,183,0.6,17,4,44
50,183,0.85,15,2,44
50,184,0.15,27,19,47
50,184,0.6,17,3,47
50,184,0.85,11,1,47
50,185,0.15,25,27,53
50,185,0.6,17,5,53
50,185,0.85,14,2,53
50,186,0.15,26,21,49
50,186,0.6,19,7,49
50,186,0.85,17,5,49
50,187,0.15,28,21,50
50,187,0.6,20,3,50
50,187,0.85,14,2,50
50,188,0.15,30,17,51
50,188,0.6,20,4,51
50,188,0.85,17,0,51
50,189,0.15,23,21,46
50,189,0.6,19,2,46
50,189,0.85,15,1,46
50,190,0.15,28,17,48
50,190,0.6,23,2,48
50,190,0.85,19,2,48
50,191,0.15,30,17,55
50,191,0.6,20,2,55
50,191,0.85,16,2,55
50,192,0.15,24,25,52
50,192,0.6,20,4,52
50,192,0.85,16,2,52
50,193,0.15,30,18,55
50,193,0.6,22,3,55
50,193,0.85,17,3,55
50,194,0.15,23,28,45
50,194,0.6,16,3,45
50,194,0.85,14,2,45
50,195,0.15,31,23,50
50,195,0.6,27,4,50
50,195,0.85,17,1,50
50,196,0.15,28,22,45
50,196,0.6,21,4,45
50,196,0.85,15,3,45
50,197,0.15,23,28,46
50,197,0.6,19,5,46
50,197,0.85,13,2,46
50,198,0.15,32,24,53
50,198,0.6,21,2,53
50,198,0.85,18,1,53
50,199,0.15,26,20,42
50,199,0.6,20,5,42
50,199,0.85,13,3,42
50,200,0.15,33,16,52
50,200,0.6,26,4,52
50,200,0.85,18,2,52
50,201,0.15,26,19,51
50,201,0.6,21,3,51
50,201,0.85,15,1,51
50,202,0.15,34,19,51
50,202,0.6,28,4,51
50,202,0.85,21,1,51
50,203,0.15,25,18,50
50,203,0.6,20,3,50
50,203,0.85,17,2,50
50,204,0.15,30,26,45
50,204,0.6,25,7,45
50,204,0.85,19,3,45
50,205,0.15,32,14,47
50,205,0.6,23,3,47
50,205,0.85,16,2,47
50,206,0.15,26,17,50
50,206,0.6,19,3,50
50,206,0.85,14,1,50
50,207,0.15,35,21,54
50,207,0.6,27,4,54
50,207,0.85,20,2,54
50,208,0.15,28,17,51
50,208,0.6,19,3,51
50,208,0.85,14,3,51
50,209,0.15,30,21,54
50,209,0.6,22,6,54
50,209,0.85,18,3,54
60,1,0.15,27,23,52
60,1,0.6,21,6,52
60,1,0.85,16,4,52
60,2,0.15,30,20,55
60,2,0.6,25,5,55
60,2,0.85,19,2,55
60,3,0.15,31,21,54
60,3,0.6,25,5,54
60,3,0.85,17,3,54
60,4,0.15,27,19,55
60,4,0.6,20,4,55
60,4,0.85,14,3,55
60,5,0.15,29,27,55
60,5,0.6,22,2,55
60,5,0.85,18,1,55
60,6,0.15,31,21,50
60,6,0.6,26,3,50
60,6,0.85,18,1,50
60,7,0.15,29,19,55
60,7,0.6,24,5,55
60,7,0.85,21,3,55
60,8,0.15,30,18,50
60,8,0.6,22,6,50
60,8,0.85,15,3,50
60,9,0.15,32,21,56
60,9,0.6,29,4,56
60,9,0.85,22,2,56
60,10,0.15,31,20,55
60,10,0.6,26,4,55
60,10,0.85,20,2,55
60,11,0.15,32,22,55
60,11,0.6,24,3,55
60,11,0.85,18,1,55
60,12,0.15,28,28,56
60,12,0.6,22,5,56
60,12,0.85,19,1,56
60,13,0.15,34,20,57
60,13,0.6,28,6,57
60,13,0.85,21,3,57
60,14,0.15,29,16,56
60,14,0.6,22,3,56
60,14,0.85,20,1,56
60,15,0.15,31,26,58
60,15,0.6,27,4,58
60,15,0.85,22,2,58
60,16,0.15,30,24,53
60,16,0.6,23,4,53
60,16,0.85,19,2,53
60,17,0.15,31,25,54
60,17,0.6,23,3,54
60,17,0.85,17,3,54
60,18,0.15,30,15,54
60,18,0.6,23,7,54
60,18,0.85,16,6,54
60,19,0.15,29,28,50
60,19,0.6,23,5,50
60,19,0.85,17,3,50
60,20,0.15,33,24,57
60,20,0.6,28,5,57
60,20,0.85,26,5,57
60,21,0.15,25,31,50
60,21,0.6,21,3,50
60,21,0.85,20,2,50
60,22,0.15,29,23,51
60,22,0.6,23,6,51
60,22,0.85,20,3,51
60,23,0.15,33,22,52
60,23,0.6,26,4,52
60,23,0.85,21,2,52
60,24,0.15,33,17,57
60,24,0.6,28,2,57
60,24,0.85,22,2,57
60,25,0.15,31,27,54
60,25,0.6,21,2,54
60,25,0.85,17,1,54
60,26,0.15,34,23,54
60,26,0.6,25,4,54
60,26,0.85,17,2,54
60,27,0.15,30,23,57
60,27,0.6,23,4,57
60,27,0.85,19,1,57
60,28,0.15,29,20,53
60,28,0.6,25,6,53
60,28,0.85,18,4,53
60,29,0.15,27,28,55
60,29,0.6,20,6,55
60,29,0.85,17,2,55
60,30,0.15,31,18,56
60,30,0.6,29,4,56
60,30,0.85,23,3,56
60,31,0.15,30,15,49
60,31,0.6,25,7,49
60,31,0.85,20,3,49
60,32,0.15,36,20,54
60,32,0.6,28,3,54
60,32,0.85,22,3,54
60,33,0.15,32,21,56
60,33,0.6,26,4,56
60,33,0.85,22,2,56
60,34,0.15,29,23,51
60,34,0.6,23,6,51
60,34,0.85,22,2,51
60,35,0.15,36,22,60
60,35,0.6,33,2,60
60,35,0.85,25,1,60
60,36,0.15,31,22,61
60,36,0.6,28,3,61
60,36,0.85,20,2,61
60,37,0.15,32,24,56
60,37,0.6,27,4,56
60,37,0.85,16,3,56
60,38,0.15,28,28,44
60,38,0.6,24,5,44
60,38,0.85,19,2,44
60,39,0.15,25,27,50
60,39,0.6,21,3,50
60,39,0.85,14,2,50
60,40,0.15,35,23,53
60,40,0.6,30,8,53
60,40,0.85,22,4,53
60,41,0.15,31,21,55
60,41,0.6,25,5,55
60,41,0.85,20,1,55
60,42,0.15,28,19,59
60,42,0.6,28,2,59
60,42,0.85,24,1,59
60,43,0.15,33,19,49
60,43,0.6,26,3,49
60,43,0.85,21,2,49
60,44,0.15,31,23,51
60,44,0.6,24,7,51
60,44,0.85,19,4,51
60,45,0.15,29,23,55
60,45,0.6,24,3,55
60,45,0.85,15,2,55
60,46,0.15,29,16,52
60,46,0.6,21,4,52
60,46,0.85,16,3,52
60,47,0.15,31,21,52
60,47,0.6,25,5,52
60,47,0.85,20,3,52
60,48,0.15,30,23,54
60,48,0.6,25,3,54
60,48,0.85,20,2,54
60,49,0.15,32,22,52
60,49,0.6,25,5,52
60,49,0.85,20,2,52
60,50,0.15,24,28,49
60,50,0.6,19,6,49
60,50,0.85,16,4,49
60,51,0.15,26,26,51
60,51,0.6,22,5,51
60,51,0.85,16,3,51
60,52,0.15,31,19,57
60,52,0.6,26,1,57
60,52,0.85,19,1,57
60,53,0.15,31,22,55
60,53,0.6,21,4,55
