"n_recordings_sampled","sample_number","minimum_confidence_threshold","n_species_correctly_detected","n_species_incorrectly_detected","total_species_detected"
10,1,0.15,12,8,23
10,1,0.6,9,2,23
10,1,0.85,7,1,23
10,2,0.15,8,6,22
10,2,0.6,4,1,22
10,2,0.85,3,1,22
10,3,0.15,11,9,26
10,3,0.6,10,1,26
10,3,0.85,8,1,26
10,4,0.15,10,4,27
10,4,0.6,6,1,27
10,4,0.85,3,0,27
10,5,0.15,10,9,25
10,5,0.6,6,1,25
10,5,0.85,5,1,25
10,6,0.15,10,7,27
10,6,0.6,9,1,27
10,6,0.85,1,0,27
10,7,0.15,13,2,22
10,7,0.6,8,1,22
10,7,0.85,6,1,22
10,8,0.15,6,10,21
10,8,0.6,6,1,21
10,8,0.85,6,1,21
10,9,0.15,10,7,29
10,9,0.6,4,1,29
10,9,0.85,3,0,29
10,10,0.15,11,15,25
10,10,0.6,9,1,25
10,10,0.85,6,0,25
10,11,0.15,11,3,28
10,11,0.6,7,2,28
10,11,0.85,6,1,28
10,12,0.15,8,5,18
10,12,0.6,4,1,18
10,12,0.85,3,0,18
10,13,0.15,12,11,28
10,13,0.6,8,1,28
10,13,0.85,7,0,28
10,14,0.15,12,6,27
10,14,0.6,9,4,27
10,14,0.85,5,1,27
10,15,0.15,18,9,28
10,15,0.6,10,1,28
10,15,0.85,5,0,28
10,16,0.15,7,10,27
10,16,0.6,6,1,27
10,16,0.85,3,0,27
10,17,0.15,10,12,26
10,17,0.6,8,0,26
10,17,0.85,6,0,26
10,18,0.15,9,7,23
10,18,0.6,7,1,23
10,18,0.85,6,0,23
10,19,0.15,7,11,23
10,19,0.6,5,4,23
10,19,0.85,4,1,23
10,20,0.15,8,8,19
10,20,0.6,6,3,19
10,20,0.85,6,1,19
10,21,0.15,12,9,21
10,21,0.6,11,1,21
10,21,0.85,8,0,21
10,22,0.15,10,7,26
10,22,0.6,8,2,26
10,22,0.85,5,0,26
10,23,0.15,14,8,25
10,23,0.6,13,2,25
10,23,0.85,9,0,25
10,24,0.15,13,9,30
10,24,0.6,8,4,30
10,24,0.85,6,1,30
10,25,0.15,8,5,22
10,25,0.6,7,0,22
10,25,0.85,4,0,22
10,26,0.15,9,9,22
10,26,0.6,6,2,22
10,26,0.85,4,1,22
10,27,0.15,11,7,28
10,27,0.6,8,0,28
10,27,0.85,7,0,28
10,28,0.15,11,8,22
10,28,0.6,8,3,22
10,28,0.85,5,3,22
10,29,0.15,12,8,26
10,29,0.6,4,2,26
10,29,0.85,4,1,26
10,30,0.15,13,11,24
10,30,0.6,6,1,24
10,30,0.85,4,1,24
10,31,0.15,11,6,23
10,31,0.6,8,3,23
10,31,0.85,5,3,23
10,32,0.15,9,3,24
10,32,0.6,7,0,24
10,32,0.85,6,0,24
10,33,0.15,13,5,31
10,33,0.6,9,1,31
10,33,0.85,8,0,31
10,34,0.15,11,6,27
10,34,0.6,10,2,27
10,34,0.85,5,1,27
10,35,0.15,7,11,18
10,35,0.6,5,1,18
10,35,0.85,4,1,18
10,36,0.15,9,9,24
10,36,0.6,6,0,24
10,36,0.85,3,0,24
10,37,0.15,10,9,29
10,37,0.6,6,1,29
10,37,0.85,5,0,29
10,38,0.15,6,14,18
10,38,0.6,3,3,18
10,38,0.85,3,2,18
10,39,0.15,4,8,17
10,39,0.6,2,2,17
10,39,0.85,1,0,17
10,40,0.15,11,10,21
10,40,0.6,6,1,21
10,40,0.85,5,0,21
10,41,0.15,6,10,14
10,41,0.6,5,1,14
10,41,0.85,3,0,14
10,42,0.15,10,10,26
10,42,0.6,7,1,26
10,42,0.85,6,0,26
10,43,0.15,7,6,18
10,43,0.6,5,1,18
10,43,0.85,3,1,18
10,44,0.15,10,5,20
10,44,0.6,9,1,20
10,44,0.85,8,1,20
10,45,0.15,13,6,22
10,45,0.6,10,1,22
10,45,0.85,5,0,22
10,46,0.15,7,4,14
10,46,0.6,5,1,14
10,46,0.85,4,0,14
10,47,0.15,11,6,18
10,47,0.6,9,1,18
10,47,0.85,6,1,18
10,48,0.15,9,4,25
10,48,0.6,6,1,25
10,48,0.85,5,1,25
10,49,0.15,12,8,28
10,49,0.6,10,2,28
10,49,0.85,6,2,28
10,50,0.15,4,12,18
10,50,0.6,3,1,18
10,50,0.85,2,0,18
10,51,0.15,9,12,25
10,51,0.6,7,2,25
10,51,0.85,4,1,25
10,52,0.15,10,10,31
10,52,0.6,9,3,31
10,52,0.85,5,2,31
10,53,0.15,10,9,27
10,53,0.6,5,2,27
10,53,0.85,3,1,27
10,54,0.15,9,7,25
10,54,0.6,6,1,25
10,54,0.85,3,1,25
10,55,0.15,14,7,25
10,55,0.6,8,2,25
10,55,0.85,4,1,25
10,56,0.15,15,9,27
10,56,0.6,7,2,27
10,56,0.85,5,1,27
10,57,0.15,12,9,30
10,57,0.6,8,1,30
10,57,0.85,6,0,30
10,58,0.15,12,11,33
10,58,0.6,8,1,33
10,58,0.85,7,1,33
10,59,0.15,7,9,23
10,59,0.6,6,2,23
10,59,0.85,6,1,23
10,60,0.15,12,11,20
10,60,0.6,5,1,20
10,60,0.85,5,1,20
10,61,0.15,5,9,17
10,61,0.6,5,4,17
10,61,0.85,4,0,17
10,62,0.15,13,5,26
10,62,0.6,9,1,26
10,62,0.85,7,1,26
10,63,0.15,14,12,36
10,63,0.6,12,1,36
10,63,0.85,10,0,36
10,64,0.15,7,13,19
10,64,0.6,6,4,19
10,64,0.85,4,2,19
10,65,0.15,6,13,20
10,65,0.6,5,4,20
10,65,0.85,5,2,20
10,66,0.15,9,7,23
10,66,0.6,7,1,23
10,66,0.85,6,0,23
10,67,0.15,11,9,29
10,67,0.6,7,1,29
10,67,0.85,6,0,29
10,68,0.15,8,11,19
10,68,0.6,7,3,19
10,68,0.85,5,1,19
10,69,0.15,10,9,22
10,69,0.6,7,1,22
10,69,0.85,3,0,22
10,70,0.15,7,10,26
10,70,0.6,6,3,26
10,70,0.85,4,0,26
10,71,0.15,7,12,24
10,71,0.6,5,3,24
10,71,0.85,4,0,24
10,72,0.15,12,10,25
10,72,0.6,7,3,25
10,72,0.85,6,1,25
10,73,0.15,13,7,31
10,73,0.6,9,2,31
10,73,0.85,5,1,31
10,74,0.15,8,10,23
10,74,0.6,6,1,23
10,74,0.85,5,0,23
10,75,0.15,8,14,22
10,75,0.6,5,3,22
10,75,0.85,3,0,22
10,76,0.15,9,8,29
10,76,0.6,5,1,29
10,76,0.85,3,0,29
10,77,0.15,8,8,24
10,77,0.6,6,2,24
10,77,0.85,5,0,24
10,78,0.15,6,5,18
10,78,0.6,6,1,18
10,78,0.85,5,1,18
10,79,0.15,7,11,26
10,79,0.6,7,3,26
10,79,0.85,4,2,26
10,80,0.15,11,8,30
10,80,0.6,6,1,30
10,80,0.85,4,1,30
10,81,0.15,11,10,27
10,81,0.6,9,2,27
10,81,0.85,5,1,27
10,82,0.15,9,4,21
10,82,0.6,5,0,21
10,82,0.85,4,0,21
10,83,0.15,9,10,22
10,83,0.6,6,1,22
10,83,0.85,6,0,22
10,84,0.15,9,8,21
10,84,0.6,5,2,21
10,84,0.85,3,1,21
10,85,0.15,11,11,28
10,85,0.6,6,4,28
10,85,0.85,6,1,28
10,86,0.15,7,13,21
10,86,0.6,5,3,21
10,86,0.85,4,2,21
10,87,0.15,13,9,34
10,87,0.6,8,3,34
10,87,0.85,3,0,34
10,88,0.15,9,11,17
10,88,0.6,7,1,17
10,88,0.85,2,0,17
10,89,0.15,9,8,22
10,89,0.6,5,2,22
10,89,0.85,3,1,22
10,90,0.15,4,6,12
10,90,0.6,4,1,12
10,90,0.85,4,1,12
10,91,0.15,10,10,32
10,91,0.6,7,1,32
10,91,0.85,5,0,32
10,92,0.15,10,8,25
10,92,0.6,7,1,25
10,92,0.85,1,1,25
10,93,0.15,7,12,21
10,93,0.6,5,4,21
10,93,0.85,5,1,21
10,94,0.15,13,6,30
10,94,0.6,9,1,30
10,94,0.85,7,1,30
10,95,0.15,11,12,23
10,95,0.6,9,4,23
10,95,0.85,8,1,23
10,96,0.15,7,8,25
10,96,0.6,4,2,25
10,96,0.85,4,1,25
10,97,0.15,12,7,28
10,97,0.6,7,2,28
10,97,0.85,5,2,28
10,98,0.15,5,7,16
10,98,0.6,5,2,16
10,98,0.85,4,2,16
10,99,0.15,7,9,14
10,99,0.6,7,1,14
10,99,0.85,2,1,14
10,100,0.15,10,8,27
10,100,0.6,7,3,27
10,100,0.85,5,2,27
10,101,0.15,9,10,22
10,101,0.6,8,1,22
10,101,0.85,6,0,22
10,102,0.15,8,5,23
10,102,0.6,5,0,23
10,102,0.85,5,0,23
10,103,0.15,12,7,23
10,103,0.6,12,1,23
10,103,0.85,7,0,23
10,104,0.15,7,7,21
10,104,0.6,5,1,21
10,104,0.85,3,0,21
10,105,0.15,14,8,31
10,105,0.6,10,1,31
10,105,0.85,5,1,31
10,106,0.15,11,11,19
10,106,0.6,9,0,19
10,106,0.85,7,0,19
10,107,0.15,10,7,31
10,107,0.6,5,2,31
10,107,0.85,2,2,31
10,108,0.15,12,5,28
10,108,0.6,10,0,28
10,108,0.85,7,0,28
10,109,0.15,10,7,30
10,109,0.6,7,3,30
10,109,0.85,6,1,30
10,110,0.15,5,3,19
10,110,0.6,3,2,19
10,110,0.85,3,1,19
10,111,0.15,11,7,15
10,111,0.6,6,2,15
10,111,0.85,5,1,15
10,112,0.15,8,9,18
10,112,0.6,7,2,18
10,112,0.85,6,2,18
10,113,0.15,6,8,20
10,113,0.6,6,1,20
10,113,0.85,3,1,20
10,114,0.15,10,7,31
10,114,0.6,6,1,31
10,114,0.85,5,1,31
10,115,0.15,10,7,22
10,115,0.6,8,3,22
10,115,0.85,4,2,22
10,116,0.15,8,9,15
10,116,0.6,7,0,15
10,116,0.85,5,0,15
10,117,0.15,12,10,27
10,117,0.6,11,4,27
10,117,0.85,8,1,27
10,118,0.15,14,10,29
10,118,0.6,8,3,29
10,118,0.85,7,2,29
10,119,0.15,12,9,28
10,119,0.6,8,2,28
10,119,0.85,3,2,28
10,120,0.15,12,11,30
10,120,0.6,8,3,30
10,120,0.85,6,1,30
10,121,0.15,9,5,32
10,121,0.6,5,1,32
10,121,0.85,5,0,32
10,122,0.15,11,8,32
10,122,0.6,7,1,32
10,122,0.85,6,0,32
10,123,0.15,8,3,22
10,123,0.6,7,0,22
10,123,0.85,3,0,22
10,124,0.15,13,12,28
10,124,0.6,10,1,28
10,124,0.85,4,1,28
10,125,0.15,12,8,25
10,125,0.6,9,0,25
10,125,0.85,5,0,25
10,126,0.15,10,10,24
10,126,0.6,9,1,24
10,126,0.85,5,0,24
10,127,0.15,11,9,28
10,127,0.6,7,2,28
10,127,0.85,5,2,28
10,128,0.15,8,10,21
10,128,0.6,8,3,21
10,128,0.85,5,2,21
10,129,0.15,6,8,19
10,129,0.6,4,2,19
10,129,0.85,4,2,19
10,130,0.15,10,9,25
10,130,0.6,6,2,25
10,130,0.85,5,2,25
10,131,0.15,9,6,24
10,131,0.6,6,1,24
10,131,0.85,5,1,24
10,132,0.15,8,4,33
10,132,0.6,5,0,33
10,132,0.85,4,0,33
10,133,0.15,10,6,26
10,133,0.6,7,1,26
10,133,0.85,4,0,26
10,134,0.15,6,6,17
10,134,0.6,5,2,17
10,134,0.85,2,1,17
10,135,0.15,10,12,23
10,135,0.6,6,4,23
10,135,0.85,4,1,23
10,136,0.15,10,5,27
10,136,0.6,6,2,27
10,136,0.85,4,1,27
10,137,0.15,9,9,24
10,137,0.6,8,1,24
10,137,0.85,7,0,24
10,138,0.15,12,11,33
10,138,0.6,10,0,33
10,138,0.85,5,0,33
10,139,0.15,10,6,26
10,139,0.6,9,2,26
10,139,0.85,8,1,26
10,140,0.15,12,8,28
10,140,0.6,9,2,28
10,140,0.85,6,1,28
10,141,0.15,13,10,30
10,141,0.6,11,1,30
10,141,0.85,8,0,30
10,142,0.15,12,8,30
10,142,0.6,10,1,30
10,142,0.85,7,1,30
10,143,0.15,11,6,19
10,143,0.6,9,2,19
10,143,0.85,6,0,19
10,144,0.15,8,12,26
10,144,0.6,5,1,26
10,144,0.85,2,1,26
10,145,0.15,8,8,24
10,145,0.6,8,1,24
10,145,0.85,6,1,24
10,146,0.15,11,5,21
10,146,0.6,8,2,21
10,146,0.85,7,1,21
10,147,0.15,12,10,21
10,147,0.6,8,0,21
10,147,0.85,5,0,21
10,148,0.15,14,9,27
10,148,0.6,11,1,27
10,148,0.85,10,0,27
10,149,0.15,11,11,22
10,149,0.6,8,1,22
10,149,0.85,6,1,22
10,150,0.15,10,6,23
10,150,0.6,8,0,23
10,150,0.85,7,0,23
10,151,0.15,7,8,20
10,151,0.6,5,1,20
10,151,0.85,4,1,20
10,152,0.15,14,6,27
10,152,0.6,9,1,27
10,152,0.85,5,1,27
10,153,0.15,9,9,28
10,153,0.6,7,3,28
10,153,0.85,3,2,28
10,154,0.15,13,10,30
10,154,0.6,6,1,30
10,154,0.85,4,1,30
10,155,0.15,13,10,28
10,155,0.6,6,1,28
10,155,0.85,5,1,28
10,156,0.15,9,6,25
10,156,0.6,4,0,25
10,156,0.85,4,0,25
10,157,0.15,10,5,25
10,157,0.6,9,0,25
10,157,0.85,8,0,25
10,158,0.15,10,8,17
10,158,0.6,8,0,17
10,158,0.85,7,0,17
10,159,0.15,10,5,24
10,159,0.6,7,1,24
10,159,0.85,7,1,24
10,160,0.15,10,7,35
10,160,0.6,8,0,35
10,160,0.85,5,0,35
10,161,0.15,12,11,29
10,161,0.6,10,1,29
10,161,0.85,6,0,29
10,162,0.15,11,7,30
10,162,0.6,6,1,30
10,162,0.85,5,1,30
10,163,0.15,11,6,26
10,163,0.6,6,1,26
10,163,0.85,4,1,26
10,164,0.15,12,6,29
10,164,0.6,8,2,29
10,164,0.85,6,1,29
10,165,0.15,13,11,26
10,165,0.6,8,2,26
10,165,0.85,5,1,26
10,166,0.15,9,7,22
10,166,0.6,4,2,22
10,166,0.85,4,0,22
10,167,0.15,9,10,24
10,167,0.6,6,1,24
10,167,0.85,4,1,24
10,168,0.15,9,10,18
10,168,0.6,7,3,18
10,168,0.85,3,1,18
10,169,0.15,9,6,19
10,169,0.6,8,2,19
10,169,0.85,7,1,19
10,170,0.15,8,6,15
10,170,0.6,6,2,15
10,170,0.85,3,0,15
10,171,0.15,8,10,21
10,171,0.6,7,4,21
10,171,0.85,6,1,21
10,172,0.15,11,6,25
10,172,0.6,3,0,25
10,172,0.85,2,0,25
10,173,0.15,13,9,29
10,173,0.6,9,0,29
10,173,0.85,9,0,29
10,174,0.15,11,6,31
10,174,0.6,8,1,31
10,174,0.85,5,0,31
10,175,0.15,7,9,19
10,175,0.6,4,1,19
10,175,0.85,4,0,19
10,176,0.15,10,5,25
10,176,0.6,4,0,25
10,176,0.85,4,0,25
10,177,0.15,14,5,30
10,177,0.6,10,0,30
10,177,0.85,7,0,30
10,178,0.15,9,6,24
10,178,0.6,8,2,24
10,178,0.85,6,2,24
10,179,0.15,8,9,23
10,179,0.6,5,2,23
10,179,0.85,4,0,23
10,180,0.15,10,13,16
10,180,0.6,8,2,16
10,180,0.85,5,1,16
10,181,0.15,8,5,23
10,181,0.6,5,3,23
10,181,0.85,3,1,23
10,182,0.15,12,11,33
10,182,0.6,8,0,33
10,182,0.85,8,0,33
10,183,0.15,11,8,30
10,183,0.6,6,1,30
10,183,0.85,3,0,30
10,184,0.15,9,10,25
10,184,0.6,6,2,25
10,184,0.85,5,1,25
10,185,0.15,14,12,21
10,185,0.6,11,1,21
10,185,0.85,8,1,21
10,186,0.15,9,8,24
10,186,0.6,6,1,24
10,186,0.85,6,0,24
10,187,0.15,15,7,28
10,187,0.6,13,2,28
10,187,0.85,11,1,28
10,188,0.15,10,9,22
10,188,0.6,5,2,22
10,188,0.85,4,0,22
10,189,0.15,14,4,33
10,189,0.6,10,1,33
10,189,0.85,8,1,33
10,190,0.15,11,5,26
10,190,0.6,4,1,26
10,190,0.85,1,0,26
10,191,0.15,14,8,33
10,191,0.6,11,1,33
10,191,0.85,9,0,33
10,192,0.15,8,10,24
10,192,0.6,5,3,24
10,192,0.85,4,0,24
10,193,0.15,13,6,26
10,193,0.6,8,0,26
10,193,0.85,4,0,26
10,194,0.15,11,6,30
10,194,0.6,10,2,30
10,194,0.85,7,2,30
10,195,0.15,10,9,24
10,195,0.6,5,0,24
10,195,0.85,3,0,24
10,196,0.15,9,13,30
10,196,0.6,5,3,30
10,196,0.85,4,1,30
10,197,0.15,13,7,24
10,197,0.6,7,1,24
10,197,0.85,3,0,24
10,198,0.15,13,8,25
10,198,0.6,9,1,25
10,198,0.85,7,1,25
10,199,0.15,11,7,27
10,199,0.6,6,0,27
10,199,0.85,3,0,27
10,200,0.15,9,16,30
10,200,0.6,6,2,30
10,200,0.85,6,2,30
10,201,0.15,7,6,21
10,201,0.6,2,3,21
10,201,0.85,2,1,21
10,202,0.15,15,8,34
10,202,0.6,8,1,34
10,202,0.85,7,1,34
10,203,0.15,7,10,19
10,203,0.6,5,2,19
10,203,0.85,3,0,19
10,204,0.15,5,9,18
10,204,0.6,3,1,18
10,204,0.85,3,1,18
10,205,0.15,5,10,12
10,205,0.6,5,4,12
10,205,0.85,4,1,12
10,206,0.15,7,9,15
10,206,0.6,5,2,15
10,206,0.85,4,2,15
10,207,0.15,11,10,29
10,207,0.6,9,2,29
10,207,0.85,5,1,29
10,208,0.15,11,10,21
10,208,0.6,7,5,21
10,208,0.85,2,1,21
10,209,0.15,10,16,30
10,209,0.6,6,2,30
10,209,0.85,5,2,30
10,210,0.15,10,11,24
10,210,0.6,6,3,24
10,210,0.85,3,1,24
10,211,0.15,8,6,19
10,211,0.6,6,2,19
10,211,0.85,3,1,19
10,212,0.15,15,11,37
10,212,0.6,8,2,37
10,212,0.85,7,2,37
10,213,0.15,10,9,22
10,213,0.6,8,1,22
10,213,0.85,3,1,22
10,214,0.15,12,6,22
10,214,0.6,7,1,22
10,214,0.85,5,0,22
10,215,0.15,10,9,21
10,215,0.6,8,2,21
10,215,0.85,5,0,21
10,216,0.15,10,10,24
10,216,0.6,10,2,24
10,216,0.85,7,0,24
10,217,0.15,8,9,22
10,217,0.6,3,2,22
10,217,0.85,3,1,22
10,218,0.15,7,12,16
10,218,0.6,6,3,16
10,218,0.85,6,1,16
10,219,0.15,9,10,19
10,219,0.6,4,2,19
10,219,0.85,0,2,19
10,220,0.15,12,6,30
10,220,0.6,4,1,30
10,220,0.85,2,0,30
10,221,0.15,9,4,27
10,221,0.6,8,1,27
10,221,0.85,7,1,27
10,222,0.15,16,8,33
10,222,0.6,7,1,33
10,222,0.85,5,0,33
10,223,0.15,7,6,13
10,223,0.6,7,1,13
10,223,0.85,4,1,13
10,224,0.15,14,5,26
10,224,0.6,13,0,26
10,224,0.85,7,0,26
10,225,0.15,10,10,27
10,225,0.6,9,4,27
10,225,0.85,9,0,27
10,226,0.15,6,5,17
10,226,0.6,4,1,17
10,226,0.85,3,0,17
10,227,0.15,11,11,22
10,227,0.6,8,2,22
10,227,0.85,7,1,22
10,228,0.15,14,13,33
10,228,0.6,6,3,33
10,228,0.85,5,2,33
10,229,0.15,7,9,18
10,229,0.6,5,3,18
10,229,0.85,5,1,18
10,230,0.15,6,11,25
10,230,0.6,4,3,25
10,230,0.85,2,1,25
10,231,0.15,7,10,15
10,231,0.6,3,2,15
10,231,0.85,2,0,15
10,232,0.15,8,7,22
10,232,0.6,6,2,22
10,232,0.85,4,1,22
10,233,0.15,7,8,19
10,233,0.6,5,1,19
10,233,0.85,4,0,19
10,234,0.15,8,6,25
10,234,0.6,5,0,25
10,234,0.85,4,0,25
10,235,0.15,9,10,22
10,235,0.6,9,4,22
10,235,0.85,7,2,22
10,236,0.15,15,6,27
10,236,0.6,10,1,27
10,236,0.85,5,1,27
10,237,0.15,14,10,28
10,237,0.6,12,2,28
10,237,0.85,7,2,28
10,238,0.15,11,8,25
10,238,0.6,9,1,25
10,238,0.85,7,1,25
10,239,0.15,10,6,26
10,239,0.6,9,2,26
10,239,0.85,8,0,26
10,240,0.15,9,9,26
10,240,0.6,5,0,26
10,240,0.85,4,0,26
10,241,0.15,6,7,19
10,241,0.6,6,1,19
10,241,0.85,5,1,19
10,242,0.15,13,7,22
10,242,0.6,9,1,22
10,242,0.85,6,0,22
10,243,0.15,15,6,22
10,243,0.6,15,3,22
10,243,0.85,8,3,22
10,244,0.15,10,3,26
10,244,0.6,10,1,26
10,244,0.85,6,1,26
10,245,0.15,9,8,14
10,245,0.6,9,2,14
10,245,0.85,3,1,14
20,1,0.15,19,10,35
20,1,0.6,12,2,35
20,1,0.85,6,1,35
20,2,0.15,19,7,42
20,2,0.6,10,1,42
20,2,0.85,7,1,42
20,3,0.15,19,8,33
20,3,0.6,16,0,33
20,3,0.85,8,0,33
20,4,0.15,12,11,31
20,4,0.6,7,2,31
20,4,0.85,6,0,31
20,5,0.15,17,12,39
20,5,0.6,13,4,39
20,5,0.85,8,3,39
20,6,0.15,12,14,31
20,6,0.6,7,1,31
20,6,0.85,5,1,31
20,7,0.15,21,10,40
20,7,0.6,14,2,40
20,7,0.85,9,1,40
20,8,0.15,13,14,29
20,8,0.6,10,1,29
20,8,0.85,9,0,29
20,9,0.15,20,14,33
20,9,0.6,14,3,33
20,9,0.85,7,0,33
20,10,0.15,15,8,36
20,10,0.6,10,1,36
20,10,0.85,9,0,36
20,11,0.15,19,9,38
20,11,0.6,14,2,38
20,11,0.85,8,2,38
20,12,0.15,12,11,25
20,12,0.6,9,1,25
20,12,0.85,7,0,25
20,13,0.15,18,13,41
20,13,0.6,17,1,41
20,13,0.85,12,1,41
20,14,0.15,17,13,34
20,14,0.6,10,3,34
20,14,0.85,6,1,34
20,15,0.15,13,6,32
20,15,0.6,9,4,32
20,15,0.85,8,2,32
20,16,0.15,12,16,32
20,16,0.6,7,2,32
20,16,0.85,7,2,32
20,17,0.15,18,13,39
20,17,0.6,12,2,39
20,17,0.85,9,0,39
20,18,0.15,20,5,48
20,18,0.6,16,1,48
20,18,0.85,14,0,48
20,19,0.15,14,9,28
20,19,0.6,10,3,28
20,19,0.85,8,2,28
20,20,0.15,14,13,31
20,20,0.6,9,2,31
20,20,0.85,7,1,31
20,21,0.15,17,10,33
20,21,0.6,10,1,33
20,21,0.85,9,0,33
20,22,0.15,13,15,27
20,22,0.6,9,3,27
20,22,0.85,7,1,27
20,23,0.15,18,14,36
20,23,0.6,17,3,36
20,23,0.85,9,2,36
20,24,0.15,11,12,29
20,24,0.6,8,4,29
20,24,0.85,5,2,29
20,25,0.15,16,5,37
20,25,0.6,13,2,37
20,25,0.85,10,0,37
20,26,0.15,17,12,40
20,26,0.6,14,2,40
20,26,0.85,10,2,40
20,27,0.15,11,15,27
20,27,0.6,6,4,27
20,27,0.85,3,2,27
20,28,0.15,16,14,32
20,28,0.6,10,3,32
20,28,0.85,6,1,32
20,29,0.15,16,12,36
20,29,0.6,11,1,36
20,29,0.85,10,1,36
20,30,0.15,15,18,33
20,30,0.6,9,3,33
20,30,0.85,7,2,33
20,31,0.15,16,14,29
20,31,0.6,10,2,29
20,31,0.85,6,1,29
20,32,0.15,23,16,42
20,32,0.6,17,3,42
20,32,0.85,11,0,42
20,33,0.15,16,9,44
20,33,0.6,9,1,44
20,33,0.85,5,0,44
20,34,0.15,18,14,33
20,34,0.6,12,3,33
20,34,0.85,7,2,33
20,35,0.15,17,11,38
20,35,0.6,11,2,38
20,35,0.85,10,1,38
20,36,0.15,21,15,33
20,36,0.6,18,3,33
20,36,0.85,14,0,33
20,37,0.15,17,12,38
20,37,0.6,11,2,38
20,37,0.85,7,1,38
20,38,0.15,18,10,37
20,38,0.6,13,1,37
20,38,0.85,9,1,37
20,39,0.15,15,11,32
20,39,0.6,11,3,32
20,39,0.85,6,2,32
20,40,0.15,18,12,37
20,40,0.6,11,3,37
20,40,0.85,7,3,37
20,41,0.15,20,15,38
20,41,0.6,13,1,38
20,41,0.85,10,0,38
20,42,0.15,15,12,30
20,42,0.6,12,1,30
20,42,0.85,9,1,30
20,43,0.15,20,10,36
20,43,0.6,16,2,36
20,43,0.85,11,2,36
20,44,0.15,16,12,39
20,44,0.6,12,2,39
20,44,0.85,8,2,39
20,45,0.15,14,9,29
20,45,0.6,13,2,29
20,45,0.85,8,0,29
20,46,0.15,12,18,29
20,46,0.6,9,5,29
20,46,0.85,7,4,29
20,47,0.15,17,13,33
20,47,0.6,9,2,33
20,47,0.85,8,1,33
20,48,0.15,16,7,34
20,48,0.6,11,0,34
20,48,0.85,8,0,34
20,49,0.15,17,11,39
20,49,0.6,14,1,39
20,49,0.85,10,1,39
20,50,0.15,19,11,35
20,50,0.6,14,2,35
20,50,0.85,12,1,35
20,51,0.15,18,12,38
20,51,0.6,15,3,38
20,51,0.85,9,3,38
20,52,0.15,13,14,34
20,52,0.6,7,3,34
20,52,0.85,6,1,34
20,53,0.15,16,11,37
20,53,0.6,9,3,37
20,53,0.85,4,2,37
20,54,0.15,17,7,35
20,54,0.6,14,2,35
20,54,0.85,11,1,35
20,55,0.15,17,16,41
20,55,0.6,10,4,41
20,55,0.85,7,4,41
20,56,0.15,21,4,39
20,56,0.6,14,2,39
20,56,0.85,10,2,39
20,57,0.15,16,14,32
20,57,0.6,11,1,32
20,57,0.85,9,1,32
20,58,0.15,17,13,33
20,58,0.6,14,1,33
20,58,0.85,12,0,33
20,59,0.15,9,16,29
20,59,0.6,5,4,29
20,59,0.85,5,3,29
20,60,0.15,16,10,36
20,60,0.6,12,4,36
20,60,0.85,7,1,36
20,61,0.15,15,13,40
20,61,0.6,12,3,40
20,61,0.85,10,2,40
20,62,0.15,18,5,37
20,62,0.6,10,1,37
20,62,0.85,6,1,37
20,63,0.15,20,13,31
20,63,0.6,14,1,31
20,63,0.85,10,0,31
20,64,0.15,13,14,30
20,64,0.6,8,3,30
20,64,0.85,7,1,30
20,65,0.15,23,10,38
20,65,0.6,15,4,38
20,65,0.85,11,4,38
20,66,0.15,15,16,30
20,66,0.6,10,4,30
20,66,0.85,8,2,30
20,67,0.15,18,12,35
20,67,0.6,13,2,35
20,67,0.85,10,1,35
20,68,0.15,16,11,34
20,68,0.6,14,1,34
20,68,0.85,10,1,34
20,69,0.15,19,9,34
20,69,0.6,12,1,34
20,69,0.85,6,0,34
20,70,0.15,14,11,34
20,70,0.6,10,2,34
20,70,0.85,10,2,34
20,71,0.15,15,10,34
20,71,0.6,10,2,34
20,71,0.85,9,1,34
20,72,0.15,17,14,35
20,72,0.6,13,3,35
20,72,0.85,10,1,35
20,73,0.15,17,10,28
20,73,0.6,12,2,28
20,73,0.85,7,1,28
20,74,0.15,11,11,32
20,74,0.6,8,0,32
20,74,0.85,7,0,32
20,75,0.15,22,11,38
20,75,0.6,18,3,38
20,75,0.85,15,1,38
20,76,0.15,18,11,39
20,76,0.6,12,5,39
20,76,0.85,6,3,39
20,77,0.15,18,12,39
20,77,0.6,14,1,39
20,77,0.85,8,1,39
20,78,0.15,19,11,37
20,78,0.6,15,3,37
20,78,0.85,10,1,37
20,79,0.15,18,10,34
20,79,0.6,13,3,34
20,79,0.85,11,2,34
20,80,0.15,17,12,32
20,80,0.6,13,3,32
20,80,0.85,12,1,32
20,81,0.15,20,12,38
20,81,0.6,11,2,38
20,81,0.85,7,0,38
20,82,0.15,18,12,33
20,82,0.6,14,2,33
20,82,0.85,12,0,33
20,83,0.15,17,10,41
20,83,0.6,14,0,41
20,83,0.85,12,0,41
20,84,0.15,16,12,31
20,84,0.6,11,1,31
20,84,0.85,8,1,31
20,85,0.15,16,14,33
20,85,0.6,9,2,33
20,85,0.85,6,2,33
20,86,0.15,15,15,36
20,86,0.6,11,3,36
20,86,0.85,8,2,36
20,87,0.15,16,16,27
20,87,0.6,11,1,27
