"habitat","confidence_threshold","TP","FP","TN","FN","TPR","FPR","recall","precision","F_score1","F_score2","F_score3"
"alpine meadow",0.1,49,33,8298,80,0.37984496124031,0.00396110911055095,0.37984496124031,0.597560975609756,0.464454976303318,0.578070784177654,0.5941889782687
"alpine meadow",0.11,47,32,8299,82,0.364341085271318,0.00384107550114032,0.364341085271318,0.594936708860759,0.451923076923077,0.573582196697775,0.591231784780172
"alpine meadow",0.12,47,29,8302,82,0.364341085271318,0.00348097467290841,0.364341085271318,0.618421052631579,0.458536585365854,0.594052044609665,0.614180359684306
"alpine meadow",0.13,47,24,8307,82,0.364341085271318,0.00288080662585524,0.364341085271318,0.661971830985915,0.47,0.631620553359684,0.656660672292157
"alpine meadow",0.14,47,21,8310,82,0.364341085271318,0.00252070579762333,0.364341085271318,0.691176470588235,0.477157360406091,0.656532456861134,0.685091643815847
"alpine meadow",0.15,46,20,8311,83,0.356589147286822,0.0024006721882127,0.356589147286822,0.696969696969697,0.471794871794872,0.659915611814346,0.690444345370783
"alpine meadow",0.16,44,16,8315,85,0.341085271317829,0.00192053775057016,0.341085271317829,0.733333333333333,0.465608465608466,0.686868686868687,0.725077500407897
"alpine meadow",0.17,44,15,8316,85,0.341085271317829,0.00180050414115952,0.341085271317829,0.745762711864407,0.468085106382979,0.697110904007456,0.73710399734616
"alpine meadow",0.18,44,15,8316,85,0.341085271317829,0.00180050414115952,0.341085271317829,0.745762711864407,0.468085106382979,0.697110904007456,0.73710399734616
"alpine meadow",0.19,44,15,8316,85,0.341085271317829,0.00180050414115952,0.341085271317829,0.745762711864407,0.468085106382979,0.697110904007456,0.73710399734616
"alpine meadow",0.2,44,15,8316,85,0.341085271317829,0.00180050414115952,0.341085271317829,0.745762711864407,0.468085106382979,0.697110904007456,0.73710399734616
"alpine meadow",0.21,44,13,8318,85,0.341085271317829,0.00156043692233825,0.341085271317829,0.771929824561403,0.473118279569892,0.718539865513929,0.762394921942014
"alpine meadow",0.22,44,13,8318,85,0.341085271317829,0.00156043692233825,0.341085271317829,0.771929824561403,0.473118279569892,0.718539865513929,0.762394921942014
"alpine meadow",0.23,44,12,8319,85,0.341085271317829,0.00144040331292762,0.341085271317829,0.785714285714286,0.475675675675676,0.729756097560976,0.775702565892826
"alpine meadow",0.24,44,12,8319,85,0.341085271317829,0.00144040331292762,0.341085271317829,0.785714285714286,0.475675675675676,0.729756097560976,0.775702565892826
"alpine meadow",0.25,43,12,8319,86,0.333333333333333,0.00144040331292762,0.333333333333333,0.781818181818182,0.467391304347826,0.724479682854311,0.77154023805294
"alpine meadow",0.26,42,11,8320,87,0.325581395348837,0.00132036970351698,0.325581395348837,0.792452830188679,0.461538461538462,0.730808597748209,0.781359366365813
"alpine meadow",0.27,41,11,8320,88,0.317829457364341,0.00132036970351698,0.317829457364341,0.788461538461538,0.453038674033149,0.72528616024974,0.77706886845562
"alpine meadow",0.28,41,11,8320,88,0.317829457364341,0.00132036970351698,0.317829457364341,0.788461538461538,0.453038674033149,0.72528616024974,0.77706886845562
"alpine meadow",0.29,41,11,8320,88,0.317829457364341,0.00132036970351698,0.317829457364341,0.788461538461538,0.453038674033149,0.72528616024974,0.77706886845562
"alpine meadow",0.3,41,11,8320,88,0.317829457364341,0.00132036970351698,0.317829457364341,0.788461538461538,0.453038674033149,0.72528616024974,0.77706886845562
"alpine meadow",0.31,41,11,8320,88,0.317829457364341,0.00132036970351698,0.317829457364341,0.788461538461538,0.453038674033149,0.72528616024974,0.77706886845562
"alpine meadow",0.32,41,11,8320,88,0.317829457364341,0.00132036970351698,0.317829457364341,0.788461538461538,0.453038674033149,0.72528616024974,0.77706886845562
"alpine meadow",0.33,41,11,8320,88,0.317829457364341,0.00132036970351698,0.317829457364341,0.788461538461538,0.453038674033149,0.72528616024974,0.77706886845562
"alpine meadow",0.34,41,11,8320,88,0.317829457364341,0.00132036970351698,0.317829457364341,0.788461538461538,0.453038674033149,0.72528616024974,0.77706886845562
