"confidence_threshold","TP","FP","TN","FN","TPR","FPR","rec_recall","rec_precision","F_score1","F_score2","F_score3","id_precision","id_recall","id_FPR"
0.1,308,168,38539,759,0.288659793814433,0.00434030020409745,0.288659793814433,0.647058823529412,0.399222294232016,0.603017390302891,0.639201101362319,0.458641385760933,0.117472660647444,0.00110265230893139
0.11,299,154,38552,769,0.279962546816479,0.00397871131090787,0.279962546816479,0.660044150110375,0.393162393162393,0.611231361231361,0.651289682539683,0.469122062283877,0.115617605182131,0.00105436269109655
0.12,295,141,38564,774,0.275958840037418,0.00364294018860612,0.275958840037418,0.676605504587156,0.39202657807309,0.623368551895587,0.667017394613714,0.481649770563425,0.113847427321308,0.00100397355981664
0.13,288,130,38574,782,0.269158878504673,0.00335882596114097,0.269158878504673,0.688995215311005,0.387096774193548,0.631090487238979,0.67851644506648,0.484560297469818,0.111773770258361,0.00100606327722625
0.14,283,120,38584,787,0.264485981308411,0.00310045473336089,0.264485981308411,0.702233250620347,0.384249830278344,0.639930832668263,0.690911288373217,0.501392494217186,0.1107862106158,0.000957518312907479
0.15,279,116,38588,791,0.260747663551402,0.00299710624224886,0.260747663551402,0.706329113924051,0.380887372013652,0.641813261163735,0.694577273847671,0.51496485678884,0.10940600352702,0.000945159772788753
0.16,271,107,38597,799,0.253271028037383,0.0027645721372468,0.253271028037383,0.716931216931217,0.374309392265193,0.647232368642877,0.704167738615899,0.529802950079348,0.108062130362356,0.000947603936809547
0.17,270,102,38602,800,0.252336448598131,0.00263538652335676,0.252336448598131,0.725806451612903,0.374479889042996,0.653659925947024,0.712568591586099,0.552086417280911,0.107105499753739,0.000928289576517173
0.18,269,97,38607,801,0.251401869158879,0.00250620090946672,0.251401869158879,0.734972677595628,0.374651810584958,0.660265665607854,0.721237058667375,0.559984075081774,0.105945729883073,0.000847228037331299
0.19,268,96,38608,802,0.250467289719626,0.00248036378668871,0.250467289719626,0.736263736263736,0.373779637377964,0.660864519872353,0.722391246330398,0.561135687036981,0.105399349745857,0.000842003683404122
0.2,265,92,38612,805,0.247663551401869,0.00237701529557668,0.247663551401869,0.742296918767507,0.371408549404345,0.664258330875848,0.7279031819418,0.560338178682389,0.102722221802388,0.000828237635866067
0.21,262,88,38616,808,0.244859813084112,0.00227366680446465,0.244859813084112,0.748571428571429,0.369014084507042,0.667766116941529,0.733629054616024,0.567919093263677,0.101927294781771,0.000826315466568497
0.22,259,81,38623,811,0.242056074766355,0.0020928069450186,0.242056074766355,0.761764705882353,0.367375886524823,0.676344086021505,0.745908183632734,0.57239512400653,0.101279912960362,0.000808551708267573
0.23,258,76,38628,812,0.241121495327103,0.00196362133112857,0.241121495327103,0.772455089820359,0.367521367521368,0.683816651075772,0.755961705831158,0.583595139571625,0.100003629687591,0.000798980880572737
0.24,253,73,38631,817,0.236448598130841,0.00188610996279454,0.236448598130841,0.776073619631902,0.362464183381089,0.684218899140948,0.758924858924859,0.586367774751918,0.0993951870863077,0.000735644429769342
0.25,251,69,38634,820,0.234360410830999,0.00178280753429967,0.234360410830999,0.784375,0.360891445003595,0.689226296236472,0.766562849626561,0.587964249765406,0.0988755229423515,0.000727916199690471
0.26,249,64,38639,822,0.23249299719888,0.00165361858253882,0.23249299719888,0.795527156549521,0.359826589595376,0.696331633492351,0.776899076333756,0.590203530587732,0.0979129642098024,0.000691362116864004
0.27,244,61,38642,827,0.227824463118581,0.00157610521148231,0.227824463118581,0.8,0.354651162790698,0.697025709964712,0.780589781761743,0.595519055222236,0.0962732305745993,0.000721847858612304
0.28,241,60,38643,830,0.225023342670401,0.00155026742113015,0.225023342670401,0.800664451827243,0.35131195335277,0.695940207236283,0.780886080010266,0.60405621669742,0.095430873197474,0.000750627265935369
0.29,240,58,38645,831,0.224089635854342,0.00149859184042581,0.224089635854342,0.805369127516778,0.350620891161432,0.698749785922247,0.785202941271744,0.605010728139359,0.0948752136785429,0.00070157582219109
