"recording_id","initial_time","final_time","species","total_time","min_code_n_ind","correctly_identified"
134,14,17,"Sylvia atricapilla",3,4,TRUE
134,15,18,"Sylvia atricapilla",3,4,TRUE
134,16,19,"Sylvia atricapilla",3,4,TRUE
134,17,20,"Sylvia atricapilla",3,4,TRUE
134,18,21,"Sylvia atricapilla",3,4,TRUE
134,19,22,"Sylvia atricapilla",3,4,FALSE
134,20,23,"Sylvia atricapilla",3,4,TRUE
134,20,23,"Turdus merula",0.98,1,FALSE
134,21,24,"Sylvia atricapilla",3,4,TRUE
134,21,24,"Turdus merula",1.03,1,FALSE
134,22,25,"Sylvia atricapilla",3,4,TRUE
134,22,25,"Turdus merula",1.03,1,FALSE
134,23,26,"Sylvia atricapilla",3,4,TRUE
134,23,26,"Turdus merula",0.05,1,FALSE
134,24,27,"Sylvia atricapilla",3,4,TRUE
134,25,28,"Sylvia atricapilla",3,4,TRUE
134,26,29,"Sylvia atricapilla",3,4,TRUE
134,27,30,"Sylvia atricapilla",2.43,4,TRUE
134,28,31,"Sylvia atricapilla",1.43,4,TRUE
134,29,32,"Sylvia atricapilla",0.43,4,FALSE
134,33,36,"Sylvia atricapilla",0.98,4,FALSE
134,34,37,"Sylvia atricapilla",1.98,4,FALSE
134,35,38,"Sylvia atricapilla",2.98,4,TRUE
134,35,38,"Turdus merula",0.79,4,FALSE
134,36,39,"Sylvia atricapilla",3,4,TRUE
134,36,39,"Turdus merula",1.79,4,FALSE
134,37,40,"Sylvia atricapilla",3,4,FALSE
134,37,40,"Turdus merula",1.82,4,FALSE
134,38,41,"Sylvia atricapilla",2.11,4,TRUE
134,38,41,"Turdus merula",1.04,4,FALSE
134,39,42,"Sylvia atricapilla",1.11,4,FALSE
134,39,42,"Turdus merula",0.04,4,FALSE
134,40,43,"Erithacus rubecula",0.42,1,FALSE
134,40,43,"Sylvia atricapilla",0.11,4,FALSE
134,41,44,"Corvus corone",0.88,1,FALSE
134,41,44,"Erithacus rubecula",0.62,1,FALSE
134,41,44,"Sylvia atricapilla",0.32,4,FALSE
134,42,45,"Corvus corone",1.08,1,FALSE
134,42,45,"Erithacus rubecula",0.62,1,FALSE
134,42,45,"Sylvia atricapilla",1.32,4,FALSE
134,43,46,"Corvus corone",1.08,1,FALSE
134,43,46,"Erithacus rubecula",0.2,1,FALSE
134,43,46,"Sylvia atricapilla",2.32,4,TRUE
134,44,47,"Corvus corone",0.2,1,FALSE
134,44,47,"Sylvia atricapilla",3,4,TRUE
134,45,48,"Sylvia atricapilla",3,4,TRUE
134,46,49,"Sylvia atricapilla",3,4,TRUE
134,47,50,"Sylvia atricapilla",3,4,FALSE
134,48,51,"Sylvia atricapilla",3,4,TRUE
134,49,52,"Sylvia atricapilla",3,4,TRUE
134,50,53,"Sylvia atricapilla",3,4,TRUE
134,50,53,"Turdus merula",0.26,1,FALSE
134,51,54,"Sylvia atricapilla",3,4,TRUE
134,51,54,"Turdus merula",1.26,1,FALSE
134,52,55,"Sylvia atricapilla",3,4,FALSE
134,52,55,"Turdus merula",2.12,1,FALSE
134,53,56,"Sylvia atricapilla",3,4,FALSE
134,53,56,"Turdus merula",1.85,1,FALSE
134,54,57,"Sylvia atricapilla",3,4,TRUE
134,54,57,"Turdus merula",0.85,1,FALSE
134,55,58,"Sylvia atricapilla",2.28,4,TRUE
134,55,58,"Turdus viscivorus",0.09,1,FALSE
134,56,59,"Sylvia atricapilla",1.28,4,TRUE
134,56,59,"Turdus viscivorus",1.02,1,FALSE
134,57,60,"Sylvia atricapilla",0.28,4,FALSE
134,57,60,"Turdus viscivorus",1.02,1,FALSE
136,28,31,"Luscinia megarhynchos",0.66,1,FALSE
136,29,32,"Luscinia megarhynchos",1.66,1,FALSE
136,30,33,"Luscinia megarhynchos",2.24,1,FALSE
136,31,34,"Luscinia megarhynchos",1.57,1,FALSE
136,32,35,"Luscinia megarhynchos",0.57,1,FALSE
137,0,3,"Cuculus canorus",0.55,1,FALSE
137,0,3,"Fringilla coelebs",1.99,1,FALSE
137,0,3,"Phylloscopus collybita",1.01,4,FALSE
137,0,3,"Regulus ignicapilla",0.56,4,FALSE
137,0,3,"Turdus merula",0.7,1,FALSE
137,1,4,"Certhia brachydactyla",0.78,4,FALSE
137,1,4,"Cuculus canorus",0.55,1,FALSE
137,1,4,"Fringilla coelebs",0.99,1,FALSE
137,1,4,"Phylloscopus collybita",2.01,4,FALSE
137,1,4,"Regulus ignicapilla",1.56,4,FALSE
137,1,4,"Turdus merula",1.7,1,FALSE
137,2,5,"Certhia brachydactyla",1.78,4,FALSE
137,2,5,"Cuculus canorus",0.55,1,FALSE
137,2,5,"Phylloscopus collybita",3,4,FALSE
137,2,5,"Regulus ignicapilla",2.07,4,TRUE
137,2,5,"Turdus merula",2.7,1,FALSE
137,3,6,"Certhia brachydactyla",2.02,4,FALSE
137,3,6,"Phylloscopus collybita",3,4,TRUE
137,3,6,"Regulus ignicapilla",1.51,4,FALSE
137,3,6,"Turdus merula",2.37,1,FALSE
137,4,7,"Certhia brachydactyla",1.24,4,FALSE
137,4,7,"Phylloscopus collybita",3,4,TRUE
137,4,7,"Regulus ignicapilla",0.51,4,FALSE
137,4,7,"Turdus merula",1.37,1,FALSE
137,5,8,"Certhia brachydactyla",0.24,4,FALSE
137,5,8,"Fringilla coelebs",0.61,4,FALSE
137,5,8,"Oriolus oriolus",0.69,1,FALSE
137,5,8,"Phylloscopus collybita",3,4,TRUE
137,5,8,"Turdus merula",0.37,1,FALSE
137,6,9,"Fringilla coelebs",1.61,4,FALSE
137,6,9,"Oriolus oriolus",0.89,1,FALSE
137,6,9,"Phylloscopus collybita",3,4,FALSE
137,7,10,"Fringilla coelebs",2.61,4,FALSE
137,7,10,"Oriolus oriolus",0.89,1,FALSE
137,7,10,"Oriolus oriolus",0.4,4,FALSE
137,7,10,"Phylloscopus collybita",2.62,4,FALSE
137,8,11,"Fringilla coelebs",2.31,4,FALSE
137,8,11,"Lullula arborea",0.17,1,FALSE
137,8,11,"Oriolus oriolus",0.2,1,FALSE
137,8,11,"Oriolus oriolus",0.4,4,FALSE
137,8,11,"Phylloscopus collybita",1.62,4,FALSE
137,8,11,"Turdus merula",0.66,2,FALSE
137,9,12,"Fringilla coelebs",1.31,4,FALSE
137,9,12,"Lullula arborea",1.17,1,FALSE
137,9,12,"Oriolus oriolus",0.4,4,FALSE
137,9,12,"Phylloscopus collybita",0.62,4,FALSE
137,9,12,"Turdus merula",1.66,2,FALSE
137,10,13,"Erithacus rubecula",0.88,4,FALSE
137,10,13,"Fringilla coelebs",0.31,4,FALSE
137,10,13,"Lullula arborea",1.38,1,FALSE
137,10,13,"Turdus merula",2.66,2,FALSE
137,11,14,"Erithacus rubecula",1.88,4,TRUE
137,11,14,"Lullula arborea",1.2,1,FALSE
137,11,14,"Turdus merula",2.25,2,FALSE
137,12,15,"Erithacus rubecula",2.88,4,FALSE
137,12,15,"Lullula arborea",0.2,1,FALSE
137,12,15,"Turdus merula",1.25,2,FALSE
137,13,16,"Erithacus rubecula",3,4,FALSE
137,13,16,"Regulus ignicapilla",0.34,4,FALSE
137,13,16,"Turdus merula",0.25,2,FALSE
137,14,17,"Certhia brachydactyla",0.14,4,FALSE
137,14,17,"Erithacus rubecula",2.02,4,FALSE
137,14,17,"Fringilla coelebs",0.13,4,FALSE
137,14,17,"Oriolus oriolus",0.58,1,FALSE
137,14,17,"Phylloscopus collybita",0.5,4,FALSE
137,14,17,"Regulus ignicapilla",1.34,4,FALSE
137,15,18,"Certhia brachydactyla",1.14,4,FALSE
137,15,18,"Erithacus rubecula",1.02,4,FALSE
137,15,18,"Fringilla coelebs",1.13,4,FALSE
137,15,18,"Oriolus oriolus",0.58,1,FALSE
137,15,18,"Phylloscopus collybita",1.5,4,FALSE
137,15,18,"Regulus ignicapilla",2.21,4,FALSE
137,16,19,"Certhia brachydactyla",2.14,4,FALSE
137,16,19,"Erithacus rubecula",0.02,4,FALSE
137,16,19,"Fringilla coelebs",2.13,4,FALSE
137,16,19,"Oriolus oriolus",0.58,1,FALSE
137,16,19,"Phylloscopus collybita",2.5,4,FALSE
137,16,19,"Regulus ignicapilla",1.87,4,FALSE
137,17,20,"Certhia brachydactyla",2.59,4,FALSE
137,17,20,"Dendrocopos major",0.3,4,FALSE
137,17,20,"Fringilla coelebs",2.65,4,FALSE
137,17,20,"Phylloscopus collybita",3,4,FALSE
137,17,20,"Regulus ignicapilla",0.87,4,FALSE
137,18,21,"Certhia brachydactyla",1.59,4,FALSE
137,18,21,"Dendrocopos major",0.3,4,FALSE
137,18,21,"Fringilla coelebs",1.65,4,FALSE
137,18,21,"Phylloscopus collybita",3,4,FALSE
137,19,22,"Certhia brachydactyla",0.59,4,FALSE
137,19,22,"Dendrocopos major",0.3,4,FALSE
137,19,22,"Fringilla coelebs",0.65,4,FALSE
137,19,22,"Phylloscopus collybita",3,4,TRUE
137,20,23,"Oriolus oriolus",0.37,1,FALSE
137,20,23,"Phylloscopus collybita",3,4,TRUE
137,21,24,"Lullula arborea",0.03,4,FALSE
137,21,24,"Oriolus oriolus",0.75,1,FALSE
137,21,24,"Phylloscopus collybita",3,4,TRUE
137,22,25,"Lullula arborea",1.03,4,FALSE
137,22,25,"Oriolus oriolus",0.75,1,FALSE
137,22,25,"Oriolus oriolus",0.25,1,FALSE
137,22,25,"Phylloscopus collybita",3,4,TRUE
137,23,26,"Columba oenas",0.61,1,FALSE
137,23,26,"Lullula arborea",2.03,4,FALSE
137,23,26,"Oriolus oriolus",0.38,1,FALSE
137,23,26,"Oriolus oriolus",0.55,1,FALSE
137,23,26,"Phylloscopus collybita",3,4,TRUE
137,24,27,"Columba oenas",0.61,1,FALSE
137,24,27,"Fringilla coelebs",0.21,4,FALSE
137,24,27,"Lullula arborea",2.09,4,FALSE
137,24,27,"Oriolus oriolus",0.55,1,FALSE
137,24,27,"Oriolus oriolus",0.72,1,FALSE
137,24,27,"Phylloscopus collybita",3,4,TRUE
137,24,27,"Turdus merula",0.04,4,FALSE
137,25,28,"Columba oenas",0.61,1,FALSE
137,25,28,"Fringilla coelebs",1.21,4,FALSE
137,25,28,"Lullula arborea",1.09,4,FALSE
137,25,28,"Oriolus oriolus",0.3,1,FALSE
137,25,28,"Oriolus oriolus",0.72,1,FALSE
137,25,28,"Phylloscopus collybita",2.53,4,FALSE
137,25,28,"Turdus merula",1.04,4,FALSE
137,26,29,"Dendrocopos major",0.07,4,FALSE
137,26,29,"Fringilla coelebs",2.21,4,FALSE
137,26,29,"Lullula arborea",0.09,4,FALSE
137,26,29,"Oriolus oriolus",0.72,1,FALSE
137,26,29,"Phylloscopus collybita",1.53,4,FALSE
137,26,29,"Regulus ignicapilla",0.53,4,FALSE
137,26,29,"Turdus merula",1.28,4,FALSE
137,27,30,"Certhia brachydactyla",0.42,4,FALSE
137,27,30,"Dendrocopos major",0.57,4,FALSE
137,27,30,"Fringilla coelebs",2.5,4,FALSE
137,27,30,"Phylloscopus collybita",0.53,4,FALSE
137,27,30,"Regulus ignicapilla",1.53,4,FALSE
137,27,30,"Turdus merula",1.23,4,FALSE
137,28,31,"Certhia brachydactyla",1.42,4,FALSE
137,28,31,"Dendrocopos major",0.57,4,FALSE
137,28,31,"Fringilla coelebs",1.5,4,FALSE
137,28,31,"Oriolus oriolus",0.48,4,FALSE
137,28,31,"Regulus ignicapilla",1.95,4,FALSE
137,28,31,"Turdus merula",0.23,4,FALSE
137,29,32,"Certhia brachydactyla",1.77,4,FALSE
137,29,32,"Dendrocopos major",0.5,4,FALSE
137,29,32,"Fringilla coelebs",0.5,4,FALSE
137,29,32,"Oriolus oriolus",0.68,4,FALSE
137,29,32,"Phylloscopus collybita",0.65,4,FALSE
137,29,32,"Regulus ignicapilla",1.42,4,FALSE
137,30,33,"Certhia brachydactyla",1.35,4,FALSE
137,30,33,"Oriolus oriolus",0.68,4,FALSE
137,30,33,"Phylloscopus collybita",1.65,4,FALSE
137,30,33,"Regulus ignicapilla",0.42,4,FALSE
137,31,34,"Certhia brachydactyla",0.35,4,FALSE
137,31,34,"Fringilla coelebs",0.46,4,FALSE
137,31,34,"Oriolus oriolus",0.2,4,FALSE
137,31,34,"Phylloscopus collybita",2.65,4,TRUE
137,32,35,"Fringilla coelebs",1.46,4,FALSE
137,32,35,"Phylloscopus collybita",3,4,FALSE
137,33,36,"Fringilla coelebs",2.46,4,FALSE
137,33,36,"Phylloscopus collybita",3,4,FALSE
137,33,36,"Picus viridis",0.83,4,FALSE
137,34,37,"Fringilla coelebs",2.29,4,FALSE
137,34,37,"Phylloscopus collybita",3,4,FALSE
137,34,37,"Picus viridis",1.83,4,TRUE
137,35,38,"Erithacus rubecula",0.6,4,FALSE
137,35,38,"Fringilla coelebs",1.29,4,FALSE
137,35,38,"Phylloscopus collybita",3,4,FALSE
137,35,38,"Picus viridis",2.83,4,TRUE
137,35,38,"Regulus ignicapilla",0.07,1,FALSE
137,36,39,"Erithacus rubecula",1.6,4,FALSE
137,36,39,"Fringilla coelebs",0.29,4,FALSE
137,36,39,"Phylloscopus collybita",3,4,FALSE
137,36,39,"Picus viridis",2.57,4,TRUE
137,36,39,"Regulus ignicapilla",1.07,1,FALSE
137,37,40,"Erithacus rubecula",1.73,4,FALSE
137,37,40,"Oriolus oriolus",0.22,1,FALSE
137,37,40,"Phylloscopus collybita",2.03,4,FALSE
137,37,40,"Picus viridis",1.57,4,TRUE
137,37,40,"Regulus ignicapilla",2.07,1,TRUE
137,38,41,"Erithacus rubecula",1.14,4,FALSE
137,38,41,"Oriolus oriolus",0.55,1,FALSE
137,38,41,"Phylloscopus collybita",1.03,4,FALSE
137,38,41,"Picus viridis",0.57,4,TRUE
137,38,41,"Regulus ignicapilla",2.14,1,TRUE
137,38,41,"Turdus merula",0.56,1,FALSE
137,39,42,"Certhia brachydactyla",0.29,4,FALSE
137,39,42,"Erithacus rubecula",0.14,4,FALSE
137,39,42,"Oriolus oriolus",0.55,1,FALSE
137,39,42,"Phylloscopus collybita",0.03,4,FALSE
137,39,42,"Regulus ignicapilla",1.14,1,TRUE
137,39,42,"Turdus merula",1.56,1,FALSE
137,40,43,"Certhia brachydactyla",1.29,4,TRUE
137,40,43,"Fringilla coelebs",0.01,4,FALSE
137,40,43,"Oriolus oriolus",0.33,1,FALSE
137,40,43,"Regulus ignicapilla",0.14,1,FALSE
137,40,43,"Turdus merula",2.56,1,FALSE
137,41,44,"Certhia brachydactyla",1.66,4,TRUE
137,41,44,"Fringilla coelebs",1.01,4,FALSE
137,41,44,"Turdus merula",2.74,1,FALSE
137,42,45,"Certhia brachydactyla",1.36,4,FALSE
137,42,45,"Fringilla coelebs",2.01,4,FALSE
137,42,45,"Oriolus oriolus",0.66,4,FALSE
137,42,45,"Turdus merula",1.74,1,FALSE
137,43,46,"Certhia brachydactyla",0.36,4,FALSE
137,43,46,"Fringilla coelebs",2.92,4,FALSE
137,43,46,"Oriolus oriolus",0.66,4,FALSE
137,43,46,"Phylloscopus collybita",0.17,4,FALSE
137,43,46,"Turdus merula",0.74,1,FALSE
137,44,47,"Fringilla coelebs",1.92,4,FALSE
137,44,47,"Oriolus oriolus",0.66,4,FALSE
137,44,47,"Phylloscopus collybita",1.17,4,FALSE
137,45,48,"Fringilla coelebs",0.92,4,FALSE
137,45,48,"Phylloscopus collybita",2.17,4,TRUE
137,45,48,"Regulus ignicapilla",0.64,4,FALSE
137,46,49,"Phylloscopus collybita",2.49,4,TRUE
137,46,49,"Regulus ignicapilla",1.64,4,TRUE
137,47,50,"Oriolus oriolus",0.58,1,TRUE
137,47,50,"Phylloscopus collybita",1.49,4,FALSE
137,47,50,"Regulus ignicapilla",2.27,4,FALSE
137,48,51,"Oriolus oriolus",1.13,1,TRUE
137,48,51,"Parus major",0.81,4,FALSE
137,48,51,"Phylloscopus collybita",0.49,4,FALSE
137,48,51,"Regulus ignicapilla",1.63,4,FALSE
137,49,52,"Cuculus canorus",0.95,1,FALSE
137,49,52,"Oriolus oriolus",1.13,1,TRUE
137,49,52,"Parus major",1.81,4,FALSE
137,49,52,"Regulus ignicapilla",0.63,4,FALSE
137,50,53,"Cuculus canorus",1.95,1,FALSE
137,50,53,"Oriolus oriolus",0.56,1,FALSE
137,50,53,"Parus major",2.81,4,FALSE
137,50,53,"Turdus merula",0.64,1,FALSE
137,51,54,"Certhia brachydactyla",0.04,4,FALSE
137,51,54,"Cuculus canorus",2.95,1,TRUE
137,51,54,"Parus major",3,4,FALSE
137,51,54,"Turdus merula",1.64,1,FALSE
137,52,55,"Certhia brachydactyla",1.04,4,TRUE
137,52,55,"Cuculus canorus",3,1,TRUE
137,52,55,"Erithacus rubecula",0.48,4,FALSE
137,52,55,"Parus major",3,4,FALSE
137,52,55,"Turdus merula",2.45,1,FALSE
137,53,56,"Certhia brachydactyla",1.71,4,TRUE
137,53,56,"Cuculus canorus",3,1,TRUE
137,53,56,"Erithacus rubecula",1.48,4,FALSE
137,53,56,"Parus major",3,4,FALSE
137,53,56,"Turdus merula",1.8,1,FALSE
137,54,57,"Certhia brachydactyla",1.67,4,FALSE
137,54,57,"Cuculus canorus",3,1,FALSE
137,54,57,"Erithacus rubecula",2.06,4,FALSE
137,54,57,"Fringilla coelebs",0.64,4,FALSE
137,54,57,"Oriolus oriolus",0.6,4,FALSE
137,54,57,"Parus major",3,4,FALSE
137,54,57,"Turdus merula",0.8,1,FALSE
137,55,58,"Certhia brachydactyla",0.67,4,FALSE
137,55,58,"Cuculus canorus",3,1,FALSE
137,55,58,"Erithacus rubecula",1.58,4,FALSE
137,55,58,"Fringilla coelebs",1.64,4,FALSE
137,55,58,"Oriolus oriolus",0.97,4,FALSE
137,55,58,"Parus major",3,4,FALSE
137,56,59,"Cuculus canorus",3,1,TRUE
137,56,59,"Erithacus rubecula",0.58,4,FALSE
137,56,59,"Fringilla coelebs",2.64,4,FALSE
137,56,59,"Oriolus oriolus",0.97,4,FALSE
137,56,59,"Parus major",3,4,FALSE
137,57,60,"Cuculus canorus",2.18,1,FALSE
137,57,60,"Fringilla coelebs",2.15,4,FALSE
137,57,60,"Oriolus oriolus",0.37,4,FALSE
137,57,60,"Parus major",2.97,4,FALSE
138,0,3,"Phylloscopus collybita",2.76,4,TRUE
138,0,3,"Turdus merula",1.47,1,FALSE
138,1,4,"Phylloscopus collybita",3,4,TRUE
138,1,4,"Turdus merula",2.25,1,FALSE
138,2,5,"Fringilla coelebs",0.37,1,FALSE
138,2,5,"Phylloscopus collybita",3,4,TRUE
138,2,5,"Turdus merula",1.78,1,FALSE
138,3,6,"Fringilla coelebs",1.24,1,FALSE
138,3,6,"Phylloscopus collybita",3,4,FALSE
138,3,6,"Turdus merula",0.78,1,FALSE
138,4,7,"Fringilla coelebs",1.24,1,FALSE
138,4,7,"Phylloscopus collybita",3,4,TRUE
138,5,8,"Erithacus rubecula",0.18,4,FALSE
138,5,8,"Fringilla coelebs",0.87,1,FALSE
138,5,8,"Phylloscopus collybita",3,4,TRUE
138,6,9,"Erithacus rubecula",1.18,4,FALSE
138,6,9,"Phylloscopus collybita",3,4,TRUE
138,7,10,"Erithacus rubecula",2.18,4,FALSE
138,7,10,"Phylloscopus collybita",3,4,TRUE
138,8,11,"Certhia brachydactyla",0.06,1,FALSE
138,8,11,"Erithacus rubecula",2.54,4,FALSE
138,8,11,"Phylloscopus collybita",3,4,TRUE
138,9,12,"Certhia brachydactyla",0.61,1,FALSE
138,9,12,"Erithacus rubecula",1.54,4,FALSE
138,9,12,"Phylloscopus collybita",2.18,4,TRUE
138,9,12,"Regulus ignicapilla",0.46,1,FALSE
138,10,13,"Certhia brachydactyla",0.61,1,FALSE
138,10,13,"Erithacus rubecula",0.54,4,FALSE
138,10,13,"Phylloscopus collybita",1.18,4,TRUE
138,10,13,"Regulus ignicapilla",1.13,1,FALSE
138,10,13,"Regulus ignicapilla",0.23,4,FALSE
138,11,14,"Certhia brachydactyla",0.54,1,FALSE
138,11,14,"Phylloscopus collybita",0.18,4,FALSE
138,11,14,"Phylloscopus collybita",0.6,4,FALSE
138,11,14,"Regulus ignicapilla",1.13,1,TRUE
138,11,14,"Regulus ignicapilla",1.23,4,TRUE
138,12,15,"Phylloscopus collybita",1.6,4,TRUE
138,12,15,"Regulus ignicapilla",0.67,1,TRUE
138,12,15,"Regulus ignicapilla",1.5,4,TRUE
138,12,15,"Turdus merula",0.73,1,FALSE
138,13,16,"Phylloscopus collybita",2.6,4,TRUE
138,13,16,"Regulus ignicapilla",1.27,4,TRUE
138,13,16,"Turdus merula",1.73,1,FALSE
138,14,17,"Phylloscopus collybita",3,4,TRUE
138,14,17,"Regulus ignicapilla",0.27,4,TRUE
138,14,17,"Turdus merula",1.95,1,FALSE
138,15,18,"Phylloscopus collybita",3,4,TRUE
138,15,18,"Turdus merula",1.22,1,FALSE
138,16,19,"Phylloscopus collybita",3,4,TRUE
138,16,19,"Turdus merula",0.22,1,FALSE
138,17,20,"Phylloscopus collybita",3,4,TRUE
138,18,21,"Phylloscopus collybita",3,4,TRUE
138,19,22,"Phylloscopus collybita",3,4,TRUE
138,19,22,"Turdus merula",0.2,4,FALSE
138,20,23,"Phylloscopus collybita",3,4,TRUE
138,20,23,"Sylvia atricapilla",0.17,4,FALSE
138,20,23,"Turdus merula",1.2,4,FALSE
138,21,24,"Phylloscopus collybita",3,4,TRUE
138,21,24,"Regulus ignicapilla",0.36,4,FALSE
138,21,24,"Sylvia atricapilla",1.17,4,FALSE
138,21,24,"Turdus merula",2.2,4,FALSE
138,22,25,"Phylloscopus collybita",3,4,TRUE
138,22,25,"Regulus ignicapilla",1.36,4,TRUE
138,22,25,"Sylvia atricapilla",1.44,4,FALSE
138,22,25,"Turdus merula",2.49,4,FALSE
138,23,26,"Phylloscopus collybita",3,4,TRUE
138,23,26,"Regulus ignicapilla",1.73,4,FALSE
138,23,26,"Sylvia atricapilla",1.27,4,FALSE
138,23,26,"Turdus merula",1.49,4,FALSE
138,24,27,"Phylloscopus collybita",3,4,TRUE
138,24,27,"Regulus ignicapilla",1.37,4,TRUE
138,24,27,"Sylvia atricapilla",0.27,4,FALSE
138,24,27,"Turdus merula",0.49,4,FALSE
138,25,28,"Phylloscopus collybita",2.27,4,TRUE
138,25,28,"Regulus ignicapilla",0.37,4,FALSE
138,25,28,"Turdus merula",0.73,1,FALSE
138,26,29,"Certhia brachydactyla",0.16,1,FALSE
138,26,29,"Phylloscopus collybita",1.27,4,TRUE
138,26,29,"Turdus merula",1.05,1,FALSE
138,27,30,"Certhia brachydactyla",1.16,1,FALSE
138,27,30,"Phylloscopus collybita",0.27,4,FALSE
138,27,30,"Sylvia atricapilla",0.18,1,FALSE
138,27,30,"Turdus merula",1.05,1,FALSE
138,28,31,"Certhia brachydactyla",1.4,1,FALSE
138,28,31,"Sylvia atricapilla",1.18,1,FALSE
138,28,31,"Turdus merula",0.32,1,FALSE
138,29,32,"Certhia brachydactyla",1.24,1,FALSE
138,29,32,"Phylloscopus collybita",0.5,4,FALSE
138,29,32,"Regulus ignicapilla",0.79,2,FALSE
138,29,32,"Sylvia atricapilla",1.57,1,FALSE
138,29,32,"Turdus merula",0.2,1,FALSE
138,30,33,"Certhia brachydactyla",0.24,1,FALSE
138,30,33,"Phylloscopus collybita",1.5,4,TRUE
138,30,33,"Regulus ignicapilla",1.79,2,FALSE
138,30,33,"Sylvia atricapilla",1.39,1,FALSE
138,30,33,"Turdus merula",1.2,1,FALSE
138,31,34,"Phylloscopus collybita",2.5,4,TRUE
138,31,34,"Regulus ignicapilla",2.79,2,TRUE
138,31,34,"Sylvia atricapilla",0.39,1,FALSE
138,31,34,"Turdus merula",2.01,1,FALSE
138,32,35,"Phylloscopus collybita",3,4,TRUE
138,32,35,"Regulus ignicapilla",2.84,2,TRUE
138,32,35,"Turdus merula",1.81,1,FALSE
138,33,36,"Phylloscopus collybita",3,4,TRUE
138,33,36,"Regulus ignicapilla",1.84,2,TRUE
138,33,36,"Sylvia atricapilla",0.48,4,FALSE
138,33,36,"Turdus merula",0.81,1,FALSE
138,34,37,"Phylloscopus collybita",3,4,TRUE
138,34,37,"Regulus ignicapilla",0.84,2,TRUE
138,34,37,"Sylvia atricapilla",1.48,4,FALSE
138,35,38,"Phylloscopus collybita",3,4,TRUE
138,35,38,"Sylvia atricapilla",2.06,4,FALSE
138,36,39,"Phylloscopus collybita",3,4,TRUE
138,36,39,"Sylvia atricapilla",1.58,4,FALSE
138,37,40,"Phylloscopus collybita",3,4,TRUE
138,37,40,"Sylvia atricapilla",0.58,4,FALSE
138,37,40,"Turdus merula",0.3,4,FALSE
138,38,41,"Phylloscopus collybita",3,4,TRUE
138,38,41,"Turdus merula",1.3,4,FALSE
138,39,42,"Phylloscopus collybita",3,4,TRUE
138,39,42,"Turdus merula",1.99,4,FALSE
138,40,43,"Phylloscopus collybita",3,4,FALSE
138,40,43,"Turdus merula",1.69,4,FALSE
138,41,44,"Phylloscopus collybita",3,4,TRUE
138,41,44,"Sylvia atricapilla",0.69,4,FALSE
138,41,44,"Turdus merula",0.69,4,FALSE
138,42,45,"Phylloscopus collybita",3,4,TRUE
138,42,45,"Sylvia atricapilla",1.69,4,FALSE
138,43,46,"Phylloscopus collybita",3,4,TRUE
138,43,46,"Sylvia atricapilla",2.03,4,FALSE
138,44,47,"Cuculus canorus",0.51,1,FALSE
138,44,47,"Phylloscopus collybita",3,4,TRUE
138,44,47,"Regulus ignicapilla",0.42,1,FALSE
138,44,47,"Sylvia atricapilla",1.35,4,FALSE
138,45,48,"Cuculus canorus",0.51,1,FALSE
138,45,48,"Phylloscopus collybita",3,4,TRUE
138,45,48,"Regulus ignicapilla",1.42,1,TRUE
138,45,48,"Sylvia atricapilla",0.35,4,FALSE
138,46,49,"Cuculus canorus",0.51,1,FALSE
138,46,49,"Phylloscopus collybita",3,4,TRUE
138,46,49,"Regulus ignicapilla",1.98,1,FALSE
138,47,50,"Phylloscopus collybita",3,4,TRUE
138,47,50,"Regulus ignicapilla",1.55,1,FALSE
138,48,51,"Phylloscopus collybita",3,4,TRUE
138,48,51,"Regulus ignicapilla",0.55,1,FALSE
138,49,52,"Phylloscopus collybita",3,4,TRUE
138,50,53,"Erithacus rubecula",0.37,4,FALSE
138,50,53,"Phylloscopus collybita",3,4,TRUE
138,51,54,"Erithacus rubecula",1.37,4,FALSE
138,51,54,"Phylloscopus collybita",3,4,TRUE
138,52,55,"Erithacus rubecula",2.37,4,FALSE
138,52,55,"Phylloscopus collybita",2.63,4,TRUE
138,53,56,"Erithacus rubecula",2.31,4,FALSE
138,53,56,"Phylloscopus collybita",1.63,4,TRUE
138,53,56,"Troglodytes troglodytes",0.77,1,FALSE
138,54,57,"Erithacus rubecula",1.31,4,FALSE
138,54,57,"Phylloscopus collybita",0.63,4,FALSE
138,54,57,"Troglodytes troglodytes",1.77,1,FALSE
138,55,58,"Erithacus rubecula",0.31,4,FALSE
138,55,58,"Phylloscopus collybita",0.35,4,FALSE
138,55,58,"Regulus ignicapilla",0.49,1,FALSE
138,55,58,"Troglodytes troglodytes",2.28,1,FALSE
138,56,59,"Fringilla coelebs",0.84,4,FALSE
138,56,59,"Phylloscopus collybita",1.35,4,TRUE
138,56,59,"Regulus ignicapilla",0.54,1,FALSE
138,56,59,"Troglodytes troglodytes",1.51,1,FALSE
138,57,60,"Fringilla coelebs",1.76,4,FALSE
138,57,60,"Phylloscopus collybita",2.35,4,TRUE
138,57,60,"Regulus ignicapilla",0.54,1,FALSE
138,57,60,"Troglodytes troglodytes",0.51,1,FALSE
139,0,3,"Sylvia atricapilla",3,4,FALSE
139,1,4,"Sylvia atricapilla",3,4,FALSE
139,2,5,"Sylvia atricapilla",3,4,FALSE
139,3,6,"Sylvia atricapilla",3,4,FALSE
